"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"2502400","16829","SERBIA'S TECHNICAL COLLEGE","PR","Proprietary","470","802580.46999999997"
"3068400","30684","STAR CAREER COLLEGE","PR","Proprietary","189","491034"
"3115900","31159","TRINITY COLLEGE OF PUERTO RICO","PR","Private 2 Year","272","851642"
"3326300","33263","UNIVERSAL CAREERS COUNSELING CENTERS","PR","Proprietary","820","2244675"
"3029700","30297","UNIVERSAL TECHNOLOGY COLLEGE  OF  PR","PR","Private 2 Year","1678","4451334.2199999997"
"501900","5019","UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS","PR","Private 4 Year","742","2426781.75"
"2163300","14999","UNIVERSIDAD CENTRAL DEL CARIBE","PR","Private 4 Year","82","226205"
"394100","11718","UNIVERSIDAD DEL ESTE","PR","Private 4 Year","10839","31454440.829999998"
"1171900","11719","UNIVERSIDAD DEL TURABO","PR","Private 4 Year","11758","36703393.740000002"
"2587500","25875","UNIVERSIDAD METROPOLITANA","PR","Private 4 Year","8797","26569853"
"2100000","14255","UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R.","PR","Private 4 Year","3159","8122219.3399999999"
"394200","3942","UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION","PR","Public 4 Year","35808","114816329.36"
"393700","3937","UNIVERSITY OF THE SACRED HEART","PR","Private 4 Year","3458","10905146"
"1100900","11009","PALAU COMMUNITY COLLEGE","PW","Public 2 Year","848","1600000"
"2071900","13983","ARTHUR ANGELO SCHOOL OF COSMETOLOGY & HAIR DESIGN","RI","Proprietary","139","315368.22999999998"
"340100","3401","BROWN UNIVERSITY","RI","Private 4 Year","693","1845422"
"340200","3402","BRYANT UNIVERSITY","RI","Private 4 Year","381","948766"
"3232300","32323","CAREER EDUCATION INSTITUTE","RI","Proprietary","2249","4516232.4500000002"
"340800","4916","COMMUNITY COLLEGE OF RHODE ISLAND","RI","Public 2 Year","4359","7801491.9699999997"
"784400","7844","GIBBS COLLEGE","RI","Proprietary","625","1120127.4099999999"
"3732300","37323","INTERNATIONAL YACHT RESTORATION SCHOOL","RI","Private 2 Year","2","4450"
"340400","3404","JOHNSON & WALES UNIVERSITY","RI","Private 4 Year","5436","13153258"
"3115200","31152","MOTORING TECHNICAL TRAINING INSTITUTE","RI","Proprietary","134","300641"
"784500","7845","NEW ENGLAND INSTITUTE OF TECHNOLOGY","RI","Private 4 Year","1425","3073188"
"2584400","16462","NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS","RI","Proprietary","392","476997"
"3080000","30800","NEWPORT SCHOOL OF HAIRDRESSING","RI","Proprietary","70","143041"
"340600","3406","PROVIDENCE COLLEGE","RI","Private 4 Year","359","882098"
"340700","3407","RHODE ISLAND COLLEGE","RI","Public 4 Year","1831","4335389"
"340900","3409","RHODE ISLAND SCHOOL OF DESIGN","RI","Private 4 Year","296","839651.37"
"341000","3410","ROGER WILLIAMS UNIVERSITY","RI","Private 4 Year","527","1176085"
"659100","6591","SAINT JOSEPH SCHOOL OF NURSING","RI","Private 2 Year","30","81634.929999999993"
"341100","3411","SALVE REGINA COLLEGE","RI","Private 4 Year","308","752760"
"1115900","11159","SAWYER SCHOOL  (THE)","RI","Proprietary","1191","2612949.7200000002"
"341400","3414","UNIVERSITY OF RHODE ISLAND","RI","Public 4 Year","2370","5952675.4000000004"
"2176900","15357","WARWICK ACADEMY OF BEAUTY CULTURE","RI","Proprietary","119","189696.35999999999"
"3570500","35705","ZION BIBLE INSTITUTE","RI","Private 4 Year","102","282261.13"
"3088300","30883","ACADEMY OF COSMETOLOGY","SC","Proprietary","145","328887"
"2552400","17124","ACADEMY OF HAIR TECHNOLOGY","SC","Proprietary","106","203297.17999999999"
"1005600","10056","AIKEN TECHNICAL COLLEGE","SC","Public 2 Year","1644","3534800"
"341700","3417","ALLEN UNIVERSITY","SC","Private 4 Year","550","1683433"
"341800","3418","ANDERSON COLLEGE","SC","Private 4 Year","502","1178413.79"
"342000","3420","BENEDICT COLLEGE","SC","Private 4 Year","2571","7527123.6200000001"
"3304300","33043","BETA TECH","SC","Proprietary","869","1440952.45"
"399500","3995","CENTRAL CAROLINA TECHNICAL COLLEGE","SC","Public 2 Year","2469","4836226"
"2356600","16737","CHARLESTON COSMETOLOGY INSTITUTE","SC","Proprietary","116","282830.25"
"3595300","35953","CHARLESTON SCHOOL OF MASSAGE","SC","Proprietary","16","22691.57"
"341900","3419","CHARLESTON SOUTHERN UNIVERSITY","SC","Private 4 Year","976","2421722"
"2338600","16567","CHARZANNE BEAUTY COLLEGE","SC","Proprietary","91","210979"
"342300","3423","CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA","SC","Public 4 Year","369","985048"
"342400","3424","CLAFLIN UNIVERSITY","SC","Private 4 Year","1308","4012916"
"342500","3425","CLEMSON UNIVERSITY","SC","Public 4 Year","2034","5274129.6900000004"
"492300","4923","CLINTON JUNIOR COLLEGE","SC","Private 2 Year","89","283425"
"345100","3451","COASTAL CAROLINA UNIVERSITY","SC","Public 4 Year","1632","4289662.4299999997"
"342700","3427","COKER COLLEGE","SC","Private 4 Year","704","1813661"
"342800","3428","COLLEGE OF CHARLESTON","SC","Public 4 Year","1627","4309512.29"
"2310300","14629","COLUMBIA BEAUTY SCHOOL","SC","Proprietary","32","74911.820000000007"
"343000","3430","COLUMBIA COLLEGE OF SOUTH CAROLINA","SC","Private 4 Year","575","1428479"
"342900","3429","COLUMBIA INTERNATIONAL UNIVERSITY","SC","Private 4 Year","257","676088"
"343100","3431","CONVERSE COLLEGE","SC","Private 4 Year","239","598823"
"2193300","15495","CONWAY SCHOOL OF PRACTICAL NURSING","SC","Public 2 Year","20","56300"
"536300","5363","DENMARK TECHNICAL COLLEGE","SC","Public 2 Year","1407","3500761.9700000002"
"343200","3432","ERSKINE COLLEGE","SC","Private 4 Year","164","428044"
"399000","3990","FLORENCE - DARLINGTON TECHNICAL COLLEGE","SC","Public 2 Year","2905","6937463.25"
"492400","4924","FORREST JUNIOR COLLEGE","SC","Proprietary","223","562168.37"
"922600","9226","FRANCIS MARION UNIVERSITY","SC","Public 4 Year","1435","3997901.3700000001"
"343400","3434","FURMAN UNIVERSITY","SC","Private 4 Year","253","625234.5"
"399100","3991","GREENVILLE TECHNICAL COLLEGE","SC","Public 2 Year","5761","11903645.23"
"3892300","38923","HARLEY'S BARBER COLLEGE","SC","Proprietary","6","13925"
"492500","4925","HORRY GEORGETOWN TECHNICAL COLLEGE","SC","Public 2 Year","3137","6737944"
"2341100","16588","KENNETH SHULER SCHOOL OF COSMETOLOGY & NAIL DESIGN","SC","Proprietary","237","592433.40000000002"
"3052300","30523","KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN","SC","Proprietary","99","246723.12"
"3513300","35133","LACY COSMETOLOGY SCHOOL","SC","Proprietary","55","120948.5"
"343500","3435","LANDER UNIVERSITY","SC","Public 4 Year","1030","2637496"
"3746300","37463","LEGRAND INSTITUTE OF COSMETOLOGY","SC","Proprietary","23","60310.269999999997"
"343600","3436","LIMESTONE COLLEGE","SC","Private 4 Year","1452","3148283"
"343800","3438","MEDICAL UNIVERSITY OF SOUTH CAROLINA","SC","Public 4 Year","64","150263"
"399300","3993","MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS","SC","Public 2 Year","5471","10991025.57"
"343900","3439","MORRIS COLLEGE","SC","Private 4 Year","905","2770296"
"344000","3440","NEWBERRY COLLEGE","SC","Private 4 Year","314","920623"
"344100","3441","NORTH GREENVILLE COLLEGE","SC","Private 4 Year","662","1690035"
"760200","7602","NORTHEASTERN TECHNICAL COLLEGE","SC","Public 2 Year","940","1560028"
"681500","6815","ORANGEBURG CALHOUN TECHNICAL COLLEGE","SC","Public 2 Year","2053","4789851.9500000002"
"399200","3992","PIEDMONT TECHNICAL COLLEGE","SC","Public 2 Year","2970","6494689.1299999999"
"1209200","12092","PLAZA SCHOOL OF BEAUTY","SC","Proprietary","18","45811.18"
"344500","3445","PRESBYTERIAN COLLEGE","SC","Private 4 Year","167","424495.57000000001"
"344600","3446","SOUTH CAROLINA STATE UNIVERSITY","SC","Public 4 Year","2604","7570693.9500000002"
"3555400","35554","SOUTHEASTERN SCH OF NEUROMUSCULAR & MASSAGE THERAPY OF CHARLESTON, INC","SC","Proprietary","56","61104.139999999999"
"3746400","37464","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR & MASSAGE THERAPY COLUMBIA","SC","Proprietary","54","57563"
"3258300","32583","SOUTHERN METHODIST COLLEGE","SC","Private 4 Year","58","140864"
"342200","3422","SOUTHERN WESLEYAN UNIVERSITY","SC","Private 4 Year","946","1998812"
"344700","3447","SPARTANBURG METHODIST COLLEGE","SC","Private 2 Year","376","1025850.76"
"399400","3994","SPARTANBURG TECHNICAL COLLEGE","SC","Public 2 Year","2511","5158919.1600000001"
"3293300","32933","STRAND COLLEGE OF HAIR DESIGN","SC","Proprietary","55","139990"
"3768400","37684","STYLETRENDS BARBER AND HAIRSTYLING ACADEMY","SC","Proprietary","31","95332.649999999994"
"2567600","17236","SUMTER BEAUTY COLLEGE","SC","Proprietary","43","109985"
"991000","9910","TECHNICAL COLLEGE OF THE LOWCOUNTRY- BEAUFORT CAMPUS","SC","Public 2 Year","1237","2608817.0699999998"
"492600","4926","TRI COUNTY TECHNICAL COLLEGE","SC","Public 2 Year","2536","5368847.4400000004"
"492000","4920","TRIDENT TECHNICAL COLLEGE","SC","Public 2 Year","5760","12213466"
"344900","3449","UNIVERSITY OF SOUTH CAROLINA - AIKEN","SC","Public 4 Year","1141","2949116.1899999999"
"344800","3448","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA","SC","Public 4 Year","4171","11238509"
"991100","9911","UNIVERSITY OF SOUTH CAROLINA REGIONAL CAMPUSES","SC","Public 4 Year","1618","3827047.3599999999"
"695100","6951","UNIVERSITY OF SOUTH CAROLINA UPSTATE","SC","Public 4 Year","1690","4524467.2300000004"
"345500","3455","VOORHEES COLLEGE","SC","Private 4 Year","745","2089230"
"3856400","38564","W. L. BONNER COLLEGE","SC","Private 4 Year","13","33831"
"932200","9322","WILLIAMSBURG TECHNICAL COLLEGE","SC","Public 2 Year","367","400000"
"345600","3456","WINTHROP UNIVERSITY","SC","Public 4 Year","1619","4371557"
"345700","3457","WOFFORD COLLEGE","SC","Private 4 Year","185","472517.09999999998"
"399600","3996","YORK TECHNICAL COLLEGE","SC","Public 2 Year","1996","4049646.3999999999"
"345800","3458","AUGUSTANA COLLEGE","SD","Private 4 Year","466","1134335"
"492900","4929","AVERA MCKENNAN HOSPITAL","SD","Private 2 Year","3","5500"
"2137100","14945","BLACK HILLS BEAUTY COLLEGE","SD","Proprietary","50","113972"
"345900","3459","BLACK HILLS STATE UNIVERSITY","SD","Public 4 Year","1337","3274595.7400000002"
"346300","3463","DAKOTA STATE UNIVERSITY","SD","Public 4 Year","613","1440545.3200000001"
"346100","3461","DAKOTA WESLEYAN UNIVERSITY","SD","Private 4 Year","368","898521.67000000004"
"2297800","16231","HEADLINES ACADEMY OF COSMETOLOGY","SD","Proprietary","59","143596.32999999999"
"2144600","15000","KILIAN COMMUNITY COLLEGE","SD","Private 2 Year","489","907179"
"530900","5309","LAKE AREA TECHNICAL INSTITUTE","SD","Public 2 Year","494","1274818"
"828400","8284","MITCHELL TECHNICAL INSTITUTE","SD","Public 2 Year","417","1116200"
"346500","3465","MOUNT MARTY COLLEGE","SD","Private 4 Year","461","1158919.74"
"405700","4057","NATIONAL AMERICAN UNIVERSITY","SD","Proprietary","2324","4752362.29"
"346600","3466","NORTHERN STATE UNIVERSITY","SD","Public 4 Year","805","2082811.8799999999"
"1465900","14659","OGLALA LAKOTA COLLEGE-","SD","Public 4 Year","947","2326000"
"346700","3467","PRESENTATION COLLEGE","SD","Private 4 Year","377","878054.68000000005"
"598700","5987","SACRED HEART HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","SD","Private 2 Year","6","14300"
"3019200","30192","SI TANKA UNIVERSITY","SD","Public 4 Year","596","1619071.7"
"2143700","14303","SINTE GLESKA UNIVERSITY","SD","Public 4 Year","728","1561805"
"1147700","11477","SIOUX VALLEY HOSPITAL","SD","Private 2 Year","10","21750"
"2277300","16080","SISSETON WAHPETON COMMUNITY COLLEGE","SD","Public 2 Year","194","531410"
"347000","3470","SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY","SD","Public 4 Year","523","1332886.1200000001"
"347100","3471","SOUTH DAKOTA STATE UNIVERSITY","SD","Public 4 Year","2684","6496296.6500000004"
"776400","8285","SOUTHEAST TECHNICAL INSTITUTE","SD","Public 2 Year","940","2059278"
"1013800","10138","STEWART SCHOOL","SD","Proprietary","50","133368"
"346900","3469","UNIVERSITY OF SIOUX FALLS","SD","Private 4 Year","391","898756"
"347400","3474","UNIVERSITY OF SOUTH DAKOTA","SD","Public 4 Year","1926","4525584.2300000004"
"1017000","10170","WESTERN DAKOTA TECHNICAL INSTITUTE","SD","Public 2 Year","604","1371000"
"1046000","10460","AMERICAN BAPTIST THEOLOGICAL SEMINARY","TN","Private 4 Year","60","170118.70000000001"
"347700","3477","AQUINAS COLLEGE","TN","Private 4 Year","334","673433.57999999996"
"2257400","15937","ARNOLD'S BEAUTY SCHOOL","TN","Proprietary","69","132784.45000000001"
"347800","3478","AUSTIN PEAY STATE UNIVERSITY","TN","Public 4 Year","3743","9574224.8399999999"
"3440300","34403","BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES","TN","Private 4 Year","301","839798.45999999996"
"347900","3479","BELMONT UNIVERSITY","TN","Private 4 Year","516","1244223.96"
"348000","3480","BETHEL COLLEGE","TN","Private 4 Year","858","2077960"
"353600","3536","BRYAN COLLEGE","TN","Private 4 Year","212","507650"
"3930300","39303","BUCHANAN BEAUTY COLLEGE","TN","Proprietary","11","21156"
"3841300","38413","CAREER BEAUTY COLLEGE","TN","Proprietary","28","73940"
"348100","3481","CARSON - NEWMAN COLLEGE","TN","Private 4 Year","670","1800298.77"
"399800","3998","CHATTANOOGA STATE TECHNICAL COMMUNITY COLLEGE","TN","Public 2 Year","3659","8002053.46"
"348200","3482","CHRISTIAN BROTHERS UNIVERSITY","TN","Private 4 Year","571","1458124"
"399900","3999","CLEVELAND STATE COMMUNITY COLLEGE","TN","Public 2 Year","1078","2443279.6699999999"
"348300","3483","COLUMBIA STATE COMMUNITY COLLEGE","TN","Public 2 Year","1700","3650170.6899999999"
"2157100","15510","CONCORDE CAREER COLLEGE","TN","Proprietary","1606","3451889"
"998200","9982","CRICHTON COLLEGE","TN","Private 4 Year","427","942868"
"348500","3485","CUMBERLAND UNIVERSITY","TN","Private 4 Year","423","1136859.6000000001"
"348600","3486","DAVID LIPSCOMB UNIVERSITY","TN","Private 4 Year","404","996271"
"493400","4934","DRAUGHONS JUNIOR COLLEGE","TN","Proprietary","3106","6541626"
"683500","6835","DYERSBURG STATE COMMUNITY COLLEGE","TN","Public 2 Year","1364","3078853.1600000001"
"348700","3487","EAST TENNESSEE STATE UNIVERSITY","TN","Public 4 Year","3439","9003152.8800000008"
"2204200","15575","ELECTRONIC COMPUTER PROGRAMMING COLLEGE","TN","Proprietary","261","602939.41000000003"
"2595000","25950","FAYETTEVILE BEAUTY SCHOOL","TN","Proprietary","62","114982.89999999999"
"349000","3490","FISK UNIVERSITY","TN","Private 4 Year","411","1212386"
"743900","7439","FOUNTAINHEAD COLLEGE OF TECHNOLOGY","TN","Proprietary","121","322867.82000000001"
"3008800","30088","FRANKLIN ACADEMY","TN","Private 2 Year","85","150777.64999999999"
"3001800","30018","FREE WILL BAPTIST BIBLE COLLEGE","TN","Private 4 Year","136","324740.77000000002"
"349200","3492","FREED-HARDEMAN UNIVERSITY","TN","Private 4 Year","515","1311916.5"
"349400","3494","HIWASSEE COLLEGE","TN","Private 2 Year","191","519215.75"
"493700","4937","JACKSON STATE COMMUNITY COLLEGE","TN","Public 2 Year","1715","3883224.1899999999"
"885900","8859","JOHN A. GUPTON COLLEGE","TN","Private 2 Year","49","108736"
"2153100","15171","JOHN NAVE UNIVERSITY OF COSMETOLOGY","TN","Proprietary","16","27467"
"349500","3495","JOHNSON BIBLE COLLEGE","TN","Private 4 Year","269","731403.44999999995"
"349600","3496","KING COLLEGE","TN","Private 4 Year","262","713097"
"349800","3498","LAMBUTH UNIVERSITY","TN","Private 4 Year","271","760112.80000000005"
"349900","3499","LANE COLLEGE","TN","Private 4 Year","914","2889482"
"350000","3500","LEE UNIVERSITY","TN","Private 4 Year","1289","3368525"
"350100","3501","LEMOYNE-OWEN COLLEGE","TN","Private 4 Year","663","1968404"
"350200","3502","LINCOLN MEMORIAL UNIVERSITY","TN","Private 4 Year","709","1888620.9199999999"
"350400","3504","MARTIN METHODIST COLLEGE","TN","Private 4 Year","379","981326"
"350500","3505","MARYVILLE COLLEGE","TN","Private 4 Year","324","873814"
"2597600","25976","MCCOLLUM & ROSS  HAIR SCHOOL","TN","Proprietary","178","414098.16999999998"
"2326300","10815","MEDVANCE INSTITUTE","TN","Proprietary","1294","2507182"
"350700","3507","MEMPHIS COLLEGE OF ART","TN","Private 4 Year","141","392852.65999999997"
"660000","6600","METHODIST HOSPITAL SCHOOL OF NURSING","TN","Private 2 Year","43","97621.880000000005"
"865500","8655","MIDDLE TENNESSEE SCHOOL OF COSMETOLOGY","TN","Proprietary","149","393108.29999999999"
"351000","3510","MIDDLE TENNESSEE STATE UNIVERSITY","TN","Public 4 Year","5637","14149348.220000001"
"2614200","26142","MILLER - MOTTE TECHNICAL COLLEGE","TN","Proprietary","2857","5944593.6699999999"
"351100","3511","MILLIGAN COLLEGE","TN","Private 4 Year","252","600182"
"2278700","16075","MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN","TN","Proprietary","32","61397.18"
"683600","6836","MOTLOW STATE COMMUNITY COLLEGE","TN","Public 2 Year","1174","2555000"
"744000","7440","NASHVILLE AUTO DIESEL COLLEGE","TN","Proprietary","1602","3462386.21"
"2125300","13631","NASHVILLE COLLEGE OF MEDICAL CAREERS","TN","Proprietary","273","667873.84999999998"
"814500","7534","NASHVILLE STATE TECHNICAL COMMUNITY COLLEGE","TN","Public 2 Year","2493","5380174.25"
"461700","4617","NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY","TN","Proprietary","678","1632482.6000000001"
"3149300","31493","NEW DIRECTIONS HAIR ACADEMY","TN","Proprietary","286","603534.80000000005"
"2498000","16813","NEW WAVE HAIR ACADEMY","TN","Proprietary","164","370544.25"
"3012500","30125","NEW WAVE HAIR ACADEMY","TN","Proprietary","436","1033142.3100000001"
"3079100","30791","NORTH CENTRAL INSTITUTE","TN","Proprietary","33","63415.349999999999"
"537800","5378","NORTHEAST STATE TECHNICAL COMMUNITY COLLEGE","TN","Public 2 Year","2312","5206112.5"
"2578200","17347","NOSSI COLLEGE OF ART","TN","Proprietary","207","567137.92000000004"
"3683300","36833","NWANI'S BARBER & STYLE ACADEMY","TN","Proprietary","181","467933"
"2106400","14663","O'MORE COLLEGE OF DESIGN","TN","Private 4 Year","34","91875.5"
"1269300","12693","PELLISSIPPI STATE TECHNICAL COMMUNITY COLLEGE","TN","Public 2 Year","2737","5807062"
"1044700","10447","PLAZA BEAUTY SCHOOL","TN","Proprietary","105","228425"
"3774300","37743","PYRAMID BEAUTY SCHOOL","TN","Proprietary","47","106290"
"2539800","17068","QUEEN CITY COLLEGE","TN","Proprietary","128","329622.37"
"2275500","16062","REUBEN-ALLEN COLLEGE","TN","Proprietary","32","64783"
"351900","3519","RHODES COLLEGE","TN","Private 4 Year","155","442446.02000000002"
"991400","9914","ROANE STATE COMMUNITY COLLEGE","TN","Public 2 Year","2472","5589807.8499999996"
"3830300","38303","SAE INSTITUTE OF TECHNOLOGY","TN","Proprietary","84","156572"
"3774400","37744","SHEAR ACADEMY","TN","Proprietary","8","17775"
"493800","4938","SOUTH COLLEGE","TN","Proprietary","637","1384331"
"2326200","23262","SOUTHEASTERN CAREER COLLEGE","TN","Proprietary","355","878616.5"
"351800","3518","SOUTHERN ADVENTIST UNIVERSITY","TN","Private 4 Year","614","1546779.6000000001"
"2339800","16595","SOUTHERN INSTITUTE OF COSMETOLOGY - MAIN CAMPUS","TN","Proprietary","79","231756.5"
"1043900","10439","SOUTHWEST TENNESSEE COMMUNITY COLLEGE","TN","Public 2 Year","7355","16556004.449999999"
"3061100","30611","STYLEMASTERS BEAUTY ACADEMY","TN","Proprietary","189","463400"
"3126900","31269","STYLES & PROFILES BEAUTY COLLEGE","TN","Proprietary","30","72707"
"2540000","17045","TENNESSEE ACADEMY OF COSMETOLOGY I, LLC","TN","Proprietary","115","245770.34"
"3024900","30249","TENNESSEE ACADEMY OF COSMETOLOGY, II, LLC","TN","Proprietary","89","175899.25"
"3454300","34543","TENNESSEE CAREER COLLEGE","TN","Proprietary","105","232291.10000000001"
"956700","9567","TENNESSEE SCHOOL OF BEAUTY","TN","Proprietary","96","270947"
"352200","3522","TENNESSEE STATE UNIVERSITY","TN","Public 4 Year","4110","11548102.76"
"536000","5360","TENNESSEE TECHNICAL CENTER - MEMPHIS","TN","Public 2 Year","639","1150645"
"535100","13891","TENNESSEE TECHNICAL CENTER - MORRISTOWN","TN","Public 2 Year","680","987345.15000000002"
"352300","3523","TENNESSEE TECHNOLOGICAL UNIVERSITY","TN","Public 4 Year","2256","5595000"
"528000","5280","TENNESSEE TECHNOLOGY CENTER - COVINGTON","TN","Public 2 Year","89","126203.50999999999"
"535700","5357","TENNESSEE TECHNOLOGY CENTER - CRUMP","TN","Public 2 Year","216","316295.09999999998"
"528100","5281","TENNESSEE TECHNOLOGY CENTER - ELIZABETHTON","TN","Public 2 Year","331","502256.91999999998"
"535600","14126","TENNESSEE TECHNOLOGY CENTER - HOHENWALD","TN","Public 2 Year","296","564528.46999999997"
"535900","13968","TENNESSEE TECHNOLOGY CENTER - NASHVILLE","TN","Public 2 Year","425","602910.22999999998"
"528300","5283","TENNESSEE TECHNOLOGY CENTER - NEW BERN","TN","Public 2 Year","181","246235.13"
"971000","9710","TENNESSEE TECHNOLOGY CENTER - ONEIDA/HUNTSVILLE","TN","Public 2 Year","118","202557.45999999999"
"1216400","12164","TENNESSEE TECHNOLOGY CENTER - RIPLEY","TN","Public 2 Year","163","205760"
"535800","5358","TENNESSEE TECHNOLOGY CENTER AT ATHENS","TN","Public 2 Year","118","221247"
"402600","4026","TENNESSEE TECHNOLOGY CENTER AT CROSSVILLE","TN","Public 2 Year","261","461329.88"
"778200","13955","TENNESSEE TECHNOLOGY CENTER AT DICKSON","TN","Public 2 Year","306","470029.26000000001"
"1032600","13894","TENNESSEE TECHNOLOGY CENTER AT HARRIMAN","TN","Public 2 Year","137","312078"
"528200","13893","TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE","TN","Public 2 Year","146","131461"
"1070000","10700","TENNESSEE TECHNOLOGY CENTER AT JACKSBORO","TN","Public 2 Year","175","325350.94"
"535400","13895","TENNESSEE TECHNOLOGY CENTER AT JACKSON","TN","Public 2 Year","370","610189.71999999997"
"402500","4025","TENNESSEE TECHNOLOGY CENTER AT KNOXVILLE","TN","Public 2 Year","419","650791.5"
"535300","5353","TENNESSEE TECHNOLOGY CENTER AT LIVINGSTON","TN","Public 2 Year","318","503001.97999999998"
"535200","5352","TENNESSEE TECHNOLOGY CENTER AT MCKENZIE - MCKENZIE","TN","Public 2 Year","195","289164.13"
"530700","5307","TENNESSEE TECHNOLOGY CENTER AT MCMINNVILLE","TN","Public 2 Year","168","280000"
"2103500","14543","TENNESSEE TECHNOLOGY CENTER AT MURFREESBORO","TN","Public 2 Year","134","248000"
"2237900","13943","TENNESSEE TECHNOLOGY CENTER AT PARIS","TN","Public 2 Year","307","457984.84000000003"
"946400","9464","TENNESSEE TECHNOLOGY CENTER AT PULASKI","TN","Public 2 Year","181","287620.46999999997"
"537900","5379","TENNESSEE TECHNOLOGY CENTER AT SHELBYVILLE","TN","Public 2 Year","271","432000"
"2092800","14304","TENNESSEE TECHNOLOGY CENTER AT WHITEVILLE","TN","Public 2 Year","163","280303.37"
"352400","3524","TENNESSEE TEMPLE UNIVERSITY","TN","Private 4 Year","190","467624.95000000001"
"352500","3525","TENNESSEE WESLEYAN COLLEGE","TN","Private 4 Year","322","826737"
"352600","3526","TREVECCA NAZARENE UNIVERSITY","TN","Private 4 Year","436","1045015"
"352700","3527","TUSCULUM COLLEGE","TN","Private 4 Year","880","2155088"
"352800","3528","UNION UNIVERSITY","TN","Private 4 Year","435","1074659"
"350900","3509","UNIVERSITY OF MEMPHIS (THE)","TN","Public 4 Year","6520","17320429.75"
"353000","3530","UNIVERSITY OF TENNESSEE","TN","Public 4 Year","4435","11024443"
"352900","3529","UNIVERSITY OF TENNESSEE - CHATTANOOGA","TN","Public 4 Year","2136","5478628"
"353100","3531","UNIVERSITY OF TENNESSEE - MARTIN","TN","Public 4 Year","2113","5564264"
"353400","3534","UNIVERSITY OF THE SOUTH (THE)","TN","Private 4 Year","165","422528"
"353500","3535","VANDERBILT UNIVERSITY","TN","Private 4 Year","724","1911264"
"2335900","16557","VOLUNTEER BEAUTY ACADEMY","TN","Proprietary","67","138922"
"2294000","16183","VOLUNTEER BEAUTY ACADEMY OF DYERSBURG","TN","Proprietary","84","176491"
"2293900","16185","VOLUNTEER BEAUTY ACADEMY OF NASHVILLE","TN","Proprietary","83","170677"
"991200","9912","VOLUNTEER STATE COMMUNITY COLLEGE","TN","Public 2 Year","2101","4449861"
"886300","8863","WALTERS STATE COMMUNITY COLLEGE","TN","Public 2 Year","2642","5968544.75"
"3088800","31276","WATKINS INSTITUTE COLLEGE OF ART & DESIGN","TN","Private 4 Year","114","249609.79999999999"
"494700","4947","WEST TENNESSEE BUSINESS COLLEGE","TN","Proprietary","388","818322.15000000002"
"1155300","13531","WILLIAM R  MOORE COLLEGE OF TECHNOLOGY","TN","Private 2 Year","25","56811.269999999997"
"3513500","35135","WILLIAMSON CHRISTIAN COLLEGE","TN","Private 4 Year","17","30415"
"353700","3537","ABILENE CHRISTIAN UNIVERSITY","TX","Private 4 Year","1086","2800810.29"
"3563300","35633","ACADEMY OF COSMETOLOGY","TX","Proprietary","104","231174"
"2357700","16749","ACADEMY OF HAIR DESIGN","TX","Proprietary","95","223878.14000000001"
"3276300","32763","ACADEMY OF HAIR DESIGN","TX","Proprietary","150","349576"
"3277300","32773","ACADEMY OF HAIR DESIGN","TX","Proprietary","66","149500"
"3426300","34263","ACADEMY OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary","235","487657.97999999998"
"3128100","31281","ACADEMY OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary","824","1701115.6299999999"
"3156400","31564","ACADEMY OF ORIENTAL MEDICINE AT AUSTIN","TX","Proprietary","9","17833"
"3412300","34123","ADVANCED BARBER COLLEGE & HAIR DESIGN","TX","Proprietary","152","410946.34999999998"
"3573300","35733","AERONAUTICAL INSTITUTE OF TECHNOLOGIES","TX","Proprietary","9","23625"
"3023800","30238","AIMS ACADEMY","TX","Proprietary","81","159208.34"
"353900","3539","ALVIN COMMUNITY COLLEGE","TX","Public 2 Year","1055","2387861"
"354000","3540","AMARILLO COLLEGE","TX","Public 2 Year","4084","8837637.5700000003"
"3153300","31533","AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE","TX","Proprietary","11","30518"
"1005700","10057","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary","404","896356.48999999999"
"1005900","10059","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary","406","900782.23999999999"
"2136800","14154","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary","215","482324.15000000002"
