"OPEID","Institution","State","Recipients","Awards"
"243500","SOUTHEASTERN BAPTIST COLLEGE","MS","72","159739"
"243600","SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE","MS","1380","3500554"
"243900","TOUGALOO COLLEGE","MS","495","1878149"
"3263300","TRAXLER'S SCHOOL OF HAIR","MS","66","187408.53"
"244000","UNIVERSITY OF MISSISSIPPI","MS","2704","7498723.2400000002"
"244001","UNIVERSITY OF MISSISSIPPI - MEDICAL CENTER","MS","82","327877"
"244100","UNIVERSITY OF SOUTHERN MISSISSIPPI","MS","5505","14730799.609999999"
"1146100","WESLEY COLLEGE","MS","48","120002"
"244700","WILLIAM CAREY COLLEGE","MS","1057","2591575"
"2621300","ACADEMY OF COSMETOLOGY","MT","23","52774"
"3763400","ACADEMY OF NAIL AND SKIN TECHNOLOGY, LLP","MT","2","4970"
"2510600","BLACKFEET COMMUNITY COLLEGE","MT","543","1358223"
"790000","BUTTE ACADEMY OF BEAUTY CULTURE","MT","30","75864.759999999995"
"252600","CARROLL COLLEGE","MT","343","876142.44999999995"
"2545200","CHIEF DULL KNIFE COLLEGE","MT","133","306888"
"946800","COLLEGE OF COIFFURE ART, LTD.","MT","46","121347"
"894700","DAHL'S COLLEGE OF BEAUTY","MT","18","43650"
"252900","DAWSON COMMUNITY COLLEGE","MT","219","606169.72999999998"
"677700","FLATHEAD VALLEY COMMUNITY COLLEGE","MT","673","1560549"
"2517500","FORT BELKNAP COLLEGE","MT","153","383507.46999999997"
"2343000","FORT PECK COMMUNITY COLLEGE","MT","320","802296.33999999997"
"2286600","LITTLE BIG HORN COLLEGE","MT","176","493889.5"
"252800","MILES COMMUNITY COLLEGE","MT","232","613337"
"3205300","MODERN BEAUTY SCHOOL","MT","45","126575"
"253000","MONTANA STATE UNIVERSITY - BILLINGS","MT","1931","4758092.9299999997"
"253200","MONTANA STATE UNIVERSITY - BOZEMAN","MT","3421","8322273.5800000001"
"253300","MONTANA STATE UNIVERSITY - NORTHERN","MT","933","2453831.5299999998"
"931400","MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY","MT","803","1772747"
"253100","MONTANA TECH OF THE UNIVERSITY OF MONTANA","MT","905","2364684.7999999998"
"253400","ROCKY MOUNTAIN COLLEGE","MT","363","883001.09999999998"
"2143400","SALISH KOOTENAI COLLEGE","MT","638","1727523"
"442800","ST. VINCENT HEALTHCARE","MT","5","11350"
"2610900","STONE CHILD COLLEGE","MT","284","712044"
"252700","UNIVERSITY OF GREAT FALLS","MT","480","1223982.8600000001"
"253600","UNIVERSITY OF MONTANA (THE)","MT","4193","10686851.300000001"
"757000","UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY","MT","434","1063553.45"
"253700","UNIVERSITY OF MONTANA WESTERN (THE)","MT","608","1448015.6399999999"
"546300","ALAMANCE COMMUNITY COLLEGE","NC","1147","2542123.6800000002"
"3237300","ANSON COLLEGE OF COSMETOLOGY","NC","9","22119"
"3513400","APEX SCHOOL OF THEOLOGY","NC","6","11419"
"290600","APPALACHIAN STATE UNIVERSITY","NC","2294","5435022"
"2110500","ART INSTITUTE OF CHARLOTTE (THE)","NC","383","783019.90000000002"
"403300","ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE","NC","1262","2486853.71"
"290900","BARBER-SCOTIA COLLEGE","NC","498","1506554"
"290800","BARTON COLLEGE","NC","365","878996.28000000003"
"855800","BEAUFORT COUNTY COMMUNITY COLLEGE","NC","829","2091111.1699999999"
"291000","BELMONT ABBEY COLLEGE","NC","245","603707"
"291100","BENNETT COLLEGE","NC","307","921787"
"798700","BLADEN COMMUNITY COLLEGE","NC","994","2466824.3399999999"
"968400","BLUE RIDGE COMMUNITY COLLEGE","NC","506","897868.54000000004"
"291200","BREVARD COLLEGE","NC","237","595813"
"781400","BROOKSTONE COLLEGE OF BUSINESS","NC","443","846958.02000000002"
"2170700","BRUNSWICK COMMUNITY COLLEGE","NC","490","1168913.76"
"647700","CABARRUS COLLEGE OF HEALTH SCIENCES","NC","80","189758"
"483500","CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE","NC","1209","2777178.1200000001"
"291300","CAMPBELL UNIVERSITY","NC","1194","2783935.54"
"532000","CAPE FEAR COMMUNITY COLLEGE","NC","2420","5278526.5999999996"
"2286300","CAROLINA BEAUTY COLLEGE","NC","673","1318147.26"
"808100","CARTERET COMMUNITY COLLEGE","NC","835","1760401.48"
"291400","CATAWBA COLLEGE","NC","544","1368942.6399999999"
"531800","CATAWBA VALLEY COMMUNITY COLLEGE","NC","1262","2814034.6899999999"
"544900","CENTRAL CAROLINA COMMUNITY COLLEGE","NC","1615","3764585.3199999998"
"291500","CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL","NC","2952","5978425.0999999996"
"3104200","CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY","NC","111","210961"
"2558900","CHEVEUX SCHOOL OF HAIR DESIGN","NC","64","147478"
"291600","CHOWAN COLLEGE","NC","371","978579.38"
"808200","CLEVELAND COMMUNITY COLLEGE","NC","927","2228553.9500000002"
"531600","COASTAL CAROLINA COMMUNITY COLLEGE","NC","1589","3414827.0499999998"
"291700","COLLEGE OF THE ALBEMARLE","NC","809","1905854.1299999999"
"3064400","COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE)","NC","97","250767.20999999999"
"679900","CRAVEN COMMUNITY COLLEGE","NC","1099","2557969.3500000001"
"291800","DAVIDSON COLLEGE","NC","113","283675"
"291900","DAVIDSON COUNTY COMMUNITY COLLEGE","NC","1340","2790647.3900000001"
"292000","DUKE UNIVERSITY","NC","671","1765209"
"544800","DURHAM TECHNICAL COMMUNITY COLLEGE","NC","1568","3312332.1299999999"
"292300","EAST CAROLINA UNIVERSITY","NC","4362","11547496.800000001"
"885500","EDGECOMBE COMMUNITY COLLEGE","NC","1558","3537120.0299999998"
"292600","ELIZABETH CITY STATE UNIVERSITY","NC","1306","3973005.2999999998"
"292700","ELON UNIVERSITY","NC","384","929908.22999999998"
"2210400","FAYETTEVILLE BEAUTY COLLEGE","NC","72","167153"
"292800","FAYETTEVILLE STATE UNIVERSITY","NC","2578","7289113"
"764000","FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE","NC","3491","7815719.0300000003"
"531700","FORSYTH TECHNICAL COMMUNITY COLLEGE","NC","1899","4389593.04"
"292900","GARDNER-WEBB UNIVERSITY","NC","1004","2307744.6600000001"
"297300","GASTON COLLEGE","NC","1856","3773944"
"293000","GREENSBORO COLLEGE","NC","345","901413"
"293100","GUILFORD COLLEGE","NC","581","1323221.74"
"483800","GUILFORD TECHNICAL COMMUNITY COLLEGE","NC","2431","5650615.0499999998"
"2238700","HAIRSTYLING INSTITUTE OF CHARLOTTE","NC","27","86195.929999999993"
"2560600","HAIRSTYLIST ACADEMY","NC","11","17607"
"798600","HALIFAX COMMUNITY COLLEGE","NC","1382","2951107.8599999999"
"808300","HAYWOOD COMMUNITY COLLEGE","NC","720","1780690.52"
"3089300","HERITAGE BIBLE COLLEGE","NC","47","143861"
"293300","HIGH POINT UNIVERSITY","NC","888","2155169"
"293400","ISOTHERMAL COMMUNITY COLLEGE","NC","853","2010673"
"768700","JAMES SPRUNT COMMUNITY COLLEGE","NC","722","1744448.1399999999"
"293500","JOHN WESLEY COLLEGE","NC","60","137352.07999999999"
"293600","JOHNSON C. SMITH UNIVERSITY","NC","1113","3214661"
"933600","JOHNSTON COMMUNITY COLLEGE","NC","892","1956933.1200000001"
"293700","KING'S COLLEGE","NC","309","816757.31999999995"
"293900","LEES-MCRAE COLLEGE","NC","254","660700.22999999998"
"294000","LENOIR COMMUNITY COLLEGE","NC","1328","3292233.1000000001"
"294100","LENOIR-RHYNE COLLEGE","NC","366","920520.31999999995"
"1192600","LEON'S BEAUTY SCHOOL","NC","81","204961"
"294200","LIVINGSTONE COLLEGE","NC","785","2394297"
"294300","LOUISBURG COLLEGE","NC","190","531779"
"294400","MARS HILL COLLEGE","NC","488","1254467"
"798800","MARTIN COMMUNITY COLLEGE","NC","470","1276398"
"1119700","MAYLAND COMMUNITY COLLEGE","NC","397","906866.52000000002"
"808500","MCDOWELL TECHNICAL COMMUNITY COLLEGE","NC","617","1404551.78"
"3361300","MEDICAL ARTS MASSAGE SCHOOL","NC","25","32666.130000000001"
"647800","MERCY SCHOOL OF NURSING","NC","47","72771"
"294500","MEREDITH COLLEGE","NC","487","1155203"
"294600","METHODIST COLLEGE","NC","668","1631947.5"
"294700","MITCHELL COMMUNITY COLLEGE","NC","793","1815064.29"
"2056500","MITCHELLS HAIR STYLING ACADEMY","NC","122","281308.13"
"2227900","MITCHELL'S HAIR STYLING ACADEMY","NC","20","54428.919999999998"
"1179900","MITCHELL'S HAIRSTYLING ACADEMY","NC","65","135031.51000000001"
"2227800","MITCHELL'S HAIRSTYLING ACADEMY","NC","15","40989.230000000003"
"808700","MONTGOMERY COMMUNITY COLLEGE","NC","452","1065918.71"
"294800","MONTREAT COLLEGE","NC","345","716390"
"294900","MOUNT OLIVE COLLEGE","NC","785","1589710"
"2205000","MR DAVID'S SCHOOL OF HAIR DESIGN","NC","60","155947.39000000001"
"855700","NASH COMMUNITY COLLEGE","NC","992","1918300.4299999999"
"290500","NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY","NC","3883","10924576.289999999"
"295000","NORTH CAROLINA CENTRAL UNIVERSITY","NC","2638","7664773.5"
"398100","NORTH CAROLINA SCHOOL OF THE ARTS","NC","149","422372"
"297200","NORTH CAROLINA STATE UNIVERSITY","NC","3535","9249585"
"295100","NORTH CAROLINA WESLEYAN COLLEGE","NC","720","1707836.1399999999"
"703100","PAMLICO COMMUNITY COLLEGE","NC","193","432987"
"295300","PEACE COLLEGE","NC","169","453982"
"295500","PFEIFFER UNIVERSITY","NC","355","860803"
"295600","PIEDMONT BAPTIST COLLEGE","NC","116","280651.16999999998"
"964600","PIEDMONT COMMUNITY COLLEGE","NC","819","1893240.5600000001"
"406200","PITT COMMUNITY COLLEGE","NC","2046","4892752.9400000004"
"648200","PRESBYTERIAN HOSPITAL SCHOOL OF NURSING","NC","53","100852.71000000001"
"295700","QUEENS UNIVERSITY OF CHARLOTTE","NC","284","603067"
"544700","RANDOLPH COMMUNITY COLLEGE","NC","929","2420122.9399999999"
"546400","RICHMOND COMMUNITY COLLEGE","NC","1187","2888360.8700000001"
"2280900","ROANOKE BIBLE COLLEGE","NC","83","192270"
"861300","ROANOKE CHOWAN COMMUNITY COLLEGE","NC","759","1979431.1499999999"
"861200","ROBESON COMMUNITY COLLEGE","NC","1584","3696130.7999999998"
"295800","ROCKINGHAM COMMUNITY COLLEGE","NC","744","1582720.4299999999"
"575400","ROWAN CABARRUS COMMUNITY COLLEGE","NC","1868","4036274.7400000002"
"296700","SAINT ANDREWS PRESBYTERIAN COLLEGE","NC","192","525771"
"296000","SALEM COLLEGE","NC","356","908648.72999999998"
"789200","SAMPSON COMMUNITY COLLEGE","NC","896","2040778.4399999999"
"296100","SANDHILLS COMMUNITY COLLEGE","NC","1912","4193571.5899999999"
"3109000","SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA","NC","169","349685.48999999999"
"296200","SHAW UNIVERSITY","NC","1955","5307053"
"1026400","SOUTH COLLEGE","NC","195","382721.90000000002"
"798500","SOUTH PIEDMONT COMMUNITY COLLEGE","NC","883","1883959.7"
"296400","SOUTHEASTERN COMMUNITY COLLEGE","NC","1228","3216357.6699999999"
"846600","SOUTHWESTERN COMMUNITY COLLEGE","NC","790","1882283.48"
"296800","ST AUGUSTINES COLLEGE","NC","1069","3262156"
"1119400","STANLY COMMUNITY COLLEGE","NC","680","1455621.1299999999"
"297000","SURRY COMMUNITY COLLEGE","NC","1073","2433849.52"
"943000","TRI-COUNTY COMMUNITY COLLEGE","NC","734","1730251.21"
"297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","NC","2206","5648662.5"
"297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","NC","3804","9450658"
"297600","UNIVERSITY OF NORTH CAROLINA - GREENSBORO","NC","3137","7680990"
"290700","UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE","NC","770","1972849.6499999999"
"295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","NC","2038","5199143.5"
"298400","UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)","NC","2091","5174597.29"
"990300","VANCE - GRANVILLE COMMUNITY COLLEGE","NC","2375","5035163.8700000001"
"297800","WAKE FOREST UNIVERSITY","NC","331","793136"
"484400","WAKE TECHNICAL COMMUNITY COLLEGE","NC","2374","5005960.8899999997"
"297900","WARREN WILSON COLLEGE","NC","180","478845"
"648300","WATTS SCHOOL OF NURSING","NC","38","78982"
"298000","WAYNE COMMUNITY COLLEGE","NC","1325","2963039.4300000002"
"298100","WESTERN CAROLINA UNIVERSITY","NC","1592","4099426"
"298200","WESTERN PIEDMONT COMMUNITY COLLEGE","NC","1333","3189711.6299999999"
"298300","WILKES COMMUNITY COLLEGE","NC","1102","2476382.3900000001"
"484500","WILSON TECHNICAL COMMUNITY COLLEGE","NC","1252","3001490.27"
"298500","WINGATE UNIVERSITY","NC","343","848687.16000000003"
"3009500","WINSTON-SALEM BARBER SCHOOL","NC","52","115998.75999999999"
"298600","WINSTON-SALEM STATE UNIVERSITY","NC","1800","5244214.5"
"484600","AAKER'S BUSINESS COLLEGE","ND","248","457557.71999999997"
"298800","BISMARCK STATE COLLEGE","ND","1151","2641510"
"2236500","CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE","ND","179","392484.96999999997"
"298900","DICKINSON STATE UNIVERSITY","ND","890","2210641.1800000002"
"2553700","FORT BERTHOLD COMMUNITY COLLEGE","ND","205","563320"
"2298200","HEADQUARTERS ACADEMY OF HAIR DESIGN","ND","70","202649.95999999999"
"299000","JAMESTOWN COLLEGE","ND","488","1213408"
"775600","JOSEFS SCHOOL OF HAIR DESIGN","ND","57","98609"
"1040600","JOSEF'S SCHOOL OF HAIR DESIGN","ND","48","97087"
"299100","LAKE REGION STATE COLLEGE","ND","350","795171"
"299300","MAYVILLE STATE UNIVERSITY","ND","250","632158"
"935400","MEDCENTER ONE COLLEGE OF NURSING","ND","44","113630.95"
"299400","MINOT STATE UNIVERSITY","ND","1478","3482881"
"299500","MINOT STATE UNIVERSITY - BOTTINEAU","ND","279","689242"
"3087200","MOLER BARBER COLLEGE OF HAIR STYLING","ND","10","20365"
"299600","NORTH DAKOTA STATE COLLEGE OF SCIENCE","ND","974","2282152"
"299700","NORTH DAKOTA STATE UNIVERSITY OF AGRICULTURE & APPLIED SCIENCE","ND","2674","6297407"
"1229500","R D HAIRSTYLING COLLEGE","ND","38","77038.559999999998"
"2188200","SITTING BULL COLLEGE","ND","250","548255.40000000002"
"1205900","TRINITY BIBLE COLLEGE","ND","234","699941.68000000005"
"2301100","TURTLE MOUNTAIN COMMUNITY COLLEGE","ND","488","1299112"
"2242900","UNITED TRIBES TECHNICAL COLLEGE","ND","360","1051738"
"299200","UNIVERSITY OF MARY","ND","714","1614812"
"300500","UNIVERSITY OF NORTH DAKOTA","ND","2752","6700114"
"300800","VALLEY CITY STATE UNIVERSITY","ND","338","829282.22999999998"
"300700","WILLISTON STATE COLLEGE","ND","450","1163925"
"849200","ALEGENT HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY","NE","4","15050"
"952300","BAHNER COLLEGE OF HAIRSTYLING","NE","92","213331"
"974300","BELLEVUE UNIVERSITY","NE","1024","1960406.6399999999"
"639900","BRYAN LGH COLLEGE OF HEALTH SCIENCES","NE","76","150747.26999999999"
"961700","CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS","NE","55","116315"
"2099500","CENTRAL COMMUNITY COLLEGE","NE","862","1554509"
"2099501","CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS","NE","639","1294146"
"253900","CHADRON STATE COLLEGE","NE","920","2286253.4500000002"
"986200","CLARKSON COLLEGE","NE","144","322228"
"2079700","COLLEGE OF HAIR DESIGN","NE","106","268765.06"
"254000","COLLEGE OF SAINT MARY","NE","399","970229"
"254100","CONCORDIA UNIVERSITY","NE","352","805872"
"3164300","CREATIVE CENTER (THE)","NE","59","167125"
"254200","CREIGHTON UNIVERSITY","NE","586","1401894"
"254300","DANA COLLEGE","NE","236","577847.56999999995"
"254400","DOANE COLLEGE","NE","488","1136726.24"
"254700","GRACE UNIVERSITY","NE","216","490972"
"254800","HASTINGS COLLEGE","NE","314","722536"
"1151900","JOSEPH'S COLLEGE OF BEAUTY","NE","334","865255.38"
"472100","LINCOLN SCHOOL OF COMMERCE","NE","623","1560201"
"3323300","LITTLE PRIEST TRIBAL COLLEGE","NE","89","213809.70999999999"
"255701","MCCOOK COMMUNITY COLLEGE--A DIVISION OF MID-PLAINS COMMUNITY COLLEGE","NE","187","481151"
"1258600","METROPOLITAN COMMUNITY COLLEGE","NE","3400","4640933"
"255300","MIDLAND LUTHERAN COLLEGE","NE","390","943238"
"255700","MID-PLAINS COMMUNITY COLLEGE","NE","615","1435205"
"3279300","MYOTHERAPY INSTITUTE","NE","8","13750"
"1297600","NEBRASKA CHRISTIAN COLLEGE","NE","84","201526"
"849100","NEBRASKA COLLEGE OF BUSINESS","NE","804","2131769"
"735800","NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE","NE","129","333663"
"2550800","NEBRASKA INDIAN COMMUNITY COLLEGE","NE","65","143716.37"
"640400","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH - MAIN CAMPUS","NE","125","305079.89000000001"
"255500","NEBRASKA WESLEYAN UNIVERSITY","NE","438","1070906.1299999999"
"1166700","NORTHEAST COMMUNITY COLLEGE","NE","1087","2475786.25"
"3127300","OMAHA SCHOOL OF MASSAGE THERAPY","NE","54","112593.64"
"255900","PERU STATE COLLEGE","NE","436","1065658.98"
"2508300","SOUTHEAST COMMUNITY COLLEGE","NE","2218","3664298.4100000001"
"2508301","SOUTHEAST COMMUNITY COLLEGE - BEATRICE CAMPUS","NE","375","835978.73999999999"
"2508302","SOUTHEAST COMMUNITY COLLEGE - MILFORD CAMPUS","NE","353","620325.5"
"256300","UNION COLLEGE","NE","300","795136"
"256500","UNIVERSITY OF NEBRASKA","NE","3838","9049615"
"255100","UNIVERSITY OF NEBRASKA - KEARNEY","NE","1791","4264824.2599999998"
"255400","UNIVERSITY OF NEBRASKA - OMAHA","NE","2631","6008389"
"689500","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE","230","501721"
"750100","VATTEROTT COLLEGE","NE","426","963363"
"3023300","VATTEROTT COLLEGE - OMAHA","NE","356","903317"
"256600","WAYNE STATE COLLEGE","NE","1132","2775797.0800000001"
"256000","WESTERN NEBRASKA COMMUNITY COLLEGE","NE","930","2046583.8500000001"
"2610500","XENON INTERNATIONAL SCHOOL OF HAIR DESIGN II","NE","55","123489.25999999999"
"256700","YORK COLLEGE","NE","213","518275.69"
"473300","CHESTER COLLEGE OF NEW ENGLAND","NH","48","116356.5"
"257200","COLBY-SAWYER COLLEGE","NH","191","444350"
"3101300","COLLEGE FOR LIFELONG LEARNING","NH","649","1040903.73"
"849300","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","15","46329"
"1318900","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","34","81053"
"473100","DANIEL WEBSTER COLLEGE","NH","193","431794"
"257300","DARTMOUTH COLLEGE","NH","519","1249808"
"864500","EMPIRE BEAUTY SCHOOL","NH","124","239406"
"2179600","EMPIRE BEAUTY SCHOOL","NH","160","354872"
"2300200","ESTHETICS INSTITUTE AT CONCORD ACADEMY","NH","7","7442.9300000000003"
"257500","FRANKLIN PIERCE COLLEGE","NH","753","1620982"
"472900","HESSER COLLEGE","NH","1536","2949907"
"2245400","KEENE BEAUTY ACADEMY","NH","34","88409"
"259000","KEENE STATE COLLEGE","NH","848","1890301"
"473000","MCINTOSH COLLEGE","NH","905","1939681.5900000001"
"2174800","MICHAEL'S SCHOOL OF HAIR DESIGN AND ESTHETICS","NH","60","117462.37"
"257900","NEW ENGLAND COLLEGE","NH","209","526805.64000000001"
"2247000","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH","46","98864"
"258200","NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER/STRATHAM","NH","738","1322861.3899999999"
"529100","NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LACONIA - BERLIN","NH","617","1196759"
"3182300","NEW HAMPSHIRE INSTITUTE OF ART","NH","23","38273.75"
"923600","NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA/CLAREMONT","NH","500","1000690.92"
"258100","NEW HAMPSHIRE TECHNICAL INSTITUTE","NH","707","1453655"
"259100","PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","NH","825","1863759.1200000001"
"2211600","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","NH","24","62307"
"258600","RIVIER COLLEGE","NH","305","638232"
"258700","SAINT ANSELM COLLEGE","NH","302","708394.55000000005"
"2140400","SAINT JOSEPH SCHOOL OF PRACTICAL NURSING","NH","61","110077.61"
"3305300","SECOND START","NH","34","72231.399999999994"
"258000","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH","954","1746321"
"3043100","THOMAS MORE COLLEGE OF  LIBERAL ARTS","NH","21","53550"
"258900","UNIVERSITY OF NEW HAMPSHIRE","NH","1980","4552205.6600000001"
"3437300","UPPER VALLEY TEACHER INSTITUTE","NH","30","92150"
"2558700","ACADEMY OF COMPUTER CAREERS","NJ","341","493188.96000000002"
"3389300","ACADEMY OF MASSAGE THERAPY","NJ","65","134940.59"
"2525900","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","23","38212.199999999997"
"259600","ATLANTIC CAPE COMMUNITY COLLEGE","NJ","2553","5329797.5700000003"
"2067600","ATLANTIC COUNTY VOCATIONAL TECHNICAL SCHOOL","NJ","27","83115"
"2132300","BERDAN INSTITUTE","NJ","362","702522.5"
"473600","BERGEN COMMUNITY COLLEGE","NJ","2654","6559735.1299999999"
"2312000","BERGEN COUNTY TECHNICAL SCHOOLS - BERGEN WORKFORCE CENTER","NJ","12","23718"
"750200","BERKELEY COLLEGE","NJ","806","1882016"
"750202","BERKELEY COLLEGE - PARAMUS","NJ","124","271945"
"750201","BERKELEY COLLEGE - WOODBRIDGE","NJ","346","836852"
"794700","BETH MEDRASH GOVOHA OF AMERICA","NJ","1031","3891200"
"259700","BLOOMFIELD COLLEGE","NJ","1142","3026240.98"
"1191100","BRICK COMPUTER SCIENCE INSTITUTE","NJ","63","115092"
"840400","BROOKDALE COMMUNITY COLLEGE","NJ","2536","5651107"
"773000","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","1390","2570222"
"2301900","BUSINESS TRAINING INSTITUTE","NJ","174","334857.14000000001"
"259800","CALDWELL COLLEGE","NJ","420","1014132.08"
"686500","CAMDEN COUNTY COLLEGE","NJ","4330","10092293.640000001"
"907800","CAPRI INSTITUTE OF HAIR DESIGN","NJ","109","220644.76000000001"
"2103700","CAPRI INSTITUTE OF HAIR DESIGN","NJ","54","99661.899999999994"
"2183600","CAPRI INSTITUTE OF HAIR DESIGN","NJ","94","156510.84"
"2265500","CAPRI INSTITUTE OF HAIR DESIGN","NJ","78","139433.72"
"259900","CENTENARY COLLEGE","NJ","296","729317"
"3324300","CENTRAL CAREER SCHOOL","NJ","46","63543.800000000003"
"641000","CHARLES E GREGORY SCHOOL OF NURSING (THE)","NJ","25","58600"
"1085100","CHUBB INSTITUTE","NJ","756","1051494.8899999999"
"264200","COLLEGE OF NEW JERSEY (THE)","NJ","895","2308380.1299999999"
"260000","COLLEGE OF SAINT ELIZABETH","NJ","235","605845"
"2252700","CONCORDE SCHOOL OF HAIR DESIGN","NJ","259","576652.94999999995"
"772900","COUNTY COLLEGE OF MORRIS","NJ","943","2067644"
"260100","CUMBERLAND COUNTY COLLEGE","NJ","1099","2575695"
"2154000","DIVERS ACADEMY INTERNATIONAL","NJ","58","83840.660000000003"
"1234600","DOVER BUSINESS COLLEGE","NJ","276","547404.32999999996"
"2223900","DRAKE COLLEGE OF BUSINESS","NJ","750","1832751"
"260300","DREW UNIVERSITY","NJ","238","675124.5"
"2131100","DUCRET SCHOOL OF THE ARTS","NJ","7","11300"
"2291000","ENGINE CITY TECHNICAL INSTITUTE","NJ","70","148950.57000000001"
"710700","ESSEX COUNTY COLLEGE","NJ","3951","10121507"
"2261800","EUROPEAN ACADEMY OF COSMETOLOGY","NJ","120","263553.83000000002"
"260700","FAIRLEIGH DICKINSON UNIVERSITY","NJ","1331","3458170"
"261000","FELICIAN COLLEGE","NJ","425","1060980.5"
"849400","GENERAL TECHNICAL INSTITUTE","NJ","9","12077"
"260800","GEORGIAN COURT COLLEGE","NJ","505","1288755"
"750700","GIBBS COLLEGE","NJ","2355","4798759"
"690100","GLOUCESTER COUNTY COLLEGE","NJ","1389","3054021"
"2104000","HARRIS SCHOOL OF BUSINESS","NJ","80","150056"
"2186700","HARRISON CAREER INSTITUTE","NJ","1782","3889017.52"
"2586800","HARRISON CAREER INSTITUTE","NJ","775","1675577.25"
"3629300","HELMA INSTITUTE OF MASSAGE THERAPY","NJ","22","45194"
"1246200","HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES","NJ","279","540480"
"2053700","HOHOKUS SCHOOL","NJ","307","632429"
"641700","HOLY NAME HOSPITAL SCHOOL OF NURSING","NJ","27","71517"
"1295400","HUDSON COUNTY COMMUNITY COLLEGE","NJ","3900","10232492"
"3197300","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ","34","72314.029999999999"
"3536300","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","39","56588.949999999997"
"2146800","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","36","110297"
"262200","KEAN UNIVERSITY","NJ","2610","6788905.1100000003"
"3530300","KEYSKILLS LEARNING","NJ","8","10891"
"750600","LINCOLN TECHNICAL INSTITUTE","NJ","1827","4083298.4500000002"
"1246100","LINCOLN TECHNICAL INSTITUTE - CITTONE INSTITUTE (THE)","NJ","1985","4466150.6600000001"
"474000","MERCER COUNTY COMMUNITY COLLEGE","NJ","1994","4353732"
"2219800","METROPOLITAN TECHNICAL INSTITUTE","NJ","2","1471"
"3122600","MICRO TECH TRAINING CENTER","NJ","292","819229.03000000003"
"261500","MIDDLESEX COUNTY COLLEGE","NJ","2915","7348838"
"2359000","MIDDLESEX COUNTY VOCATIONAL & TECHNICAL HIGH SCHOOLS","NJ","46","111575.5"
"539900","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","73","160542.5"
"261600","MONMOUTH UNIVERSITY","NJ","1010","2488973.25"
"261700","MONTCLAIR STATE UNIVERSITY","NJ","2838","7606906"
"1152300","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","8","21600"
"642000","MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING","NJ","34","80900.539999999994"
"642100","MRMC-SCHOOLS OF NURSING, MEDICAL IMAGING & THERAPEUTIC SCIENCES","NJ","122","219708.10000000001"
"1170800","NATURAL MOTION INSTITUTE OF HAIR DESIGN","NJ","124","248327.07999999999"
"3424500","NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NJ","190","328397"
"2223700","NEW HORIZONS INSTITUTE OF COSMETOLOGY (AKA) NEW HORIZONS BEAUTY SCHOOL","NJ","204","431594"
"261300","NEW JERSEY CITY UNIVERSITY","NJ","2597","7143344.5499999998"
