"PELLID","Institution","State","Recipients","Awards"
"34685","Ats Institute Of Technology","OH","135","298279.70000000001"
"30514","Auburn Career Center","OH","15","22480"
"6487","Aultman Hospital School Of Nursing","OH","43","81410"
"3014","Baldwin/Wallace College","OH","739","1408668"
"15154","Beatrice Academy Of Beauty","OH","16","23532"
"9941","Belmont Technical College","OH","793","1480970.8899999999"
"3016","Bluffton College","OH","241","444878.5"
"16270","Boheckers Business College","OH","281","422122"
"3018","Bowling Green State University","OH","3093","6000145.0099999998"
"16474","Bradford School","OH","147","315722.88"
"9343","Bryant & Stratton College","OH","222","426682.40999999997"
"15298","Bryant And Stratton College","OH","334","559709.32999999996"
"30659","Buckeye Career Ctr","OH","24","54925.5"
"30641","Calvin M. Woodward High School","OH","33","65675"
"3023","Capital University","OH","695","1355581"
"12166","Carousel Beauty College","OH","197","333570"
"12672","Carousel Beauty College","OH","19","31203"
"3137","Case Western Reserve University","OH","489","993947"
"3025","Cedarville University","OH","377","680898.16000000003"
"34623","Center For Employment Training - Cleveland","OH","20","23054.950000000001"
"11046","Central Ohio Technical College","OH","943","1229520"
"12248","Central School Of Practical Nursing","OH","54","85663"
"3026","Central State University","OH","742","1675668.73"
"14238","Century School Of Cosmetology","OH","36","88384"
"10642","Charmayne Beauty Academy","OH","161","309602.88"
"10880","Chatfield College","OH","167","263058.32000000001"
"7473","Choffin Career Center","OH","84","201309.76000000001"
"6489","Christ Hospital School Of Nursing","OH","61","89293"
"34493","Cims College","OH","8","10523"
"3029","Cincinnati Bible College And Seminary","OH","172","328036"
"10906","Cincinnati College Of Mortuary Science","OH","45","83260"
"10345","Cincinnati State Technical & Community College","OH","2829","3304129"
"3030","Circleville Bible College","OH","126","250957"
"4852","Clark State Community College","OH","1080","1629890.5700000001"
"31054","Cleveland Extension High School","OH","84","169768.75"
"3982","Cleveland Institute Of Art (The)","OH","137","291702"
"14665","Cleveland Institute Of Dental - Medical Assistants","OH","513","1010793.84"
"3032","Cleveland State University","OH","3438","7078687.2800000003"
"15963","College Of Art Advertising","OH","20","45282"
"3033","College Of Mount Saint Joseph","OH","495","1013825"
"3037","College Of Wooster (The)","OH","212","426681"
"16039","Columbiana County Vocational School District","OH","48","87158"
"3039","Columbus College Of Art & Design","OH","348","641439"
"30658","Columbus Paraprofessional Institute","OH","108","195523"
"6867","Columbus State Community College- Main Campus","OH","4951","7689597.3399999999"
"15029","Community Educational Services","OH","96","210321.60000000001"
"9172","Community Hospital Of Springfield And Clark County School Of Nursing","OH","23","38576.699999999997"
"33193","Creative Images College Of Beauty","OH","65","112623"
"3040","Cuyahoga Community College","OH","6588","11982041.890000001"
"15492","D. Russell Lee Career Center","OH","112","179981"
"3043","David N. Myers College","OH","485","1000201"
"4855","Davis College","OH","393","576888"
"31162","Dayton Barber College","OH","59","145894"
"3041","Defiance College","OH","209","379287.77000000002"
"30848","Delaware Jvs","OH","4","3749"
"3042","Denison University","OH","270","552507.88"
"3099","Devry Institute Of Technology","OH","2993","5827358.8600000003"
"14021","Eastern Hills Academy Of Hair Design","OH","22","42267"
"16975","Eastland Vocational School District","OH","76","150263"
"12750","Edison State Community College","OH","645","1030747.7"
"7777","Education America - Cleveland Campus","OH","933","1605972.47"
"30153","Ehove Career Center","OH","141","242463.5"
"30778","Eti Technical College","OH","391","646269.92000000004"
"30790","Eti Technical College Of Niles","OH","280","520843.29999999999"
"30271","Fairview Academy","OH","40","73385.300000000003"
"3114","Firelands Regional Medical Center - South Campus","OH","35","76666"
"3036","Franciscan University Of Steubenville","OH","549","1141713"
"3046","Franklin University","OH","614","1013383"
"14071","Gallia Jackson Vinton Joint School Adult Education","OH","67","129478"
"30079","Gallipolis Career College","OH","176","299383.81"
"9530","Gerber Akron Beauty School","OH","63","92531"
"15691","God'S Bible School And College","OH","102","222314.25"
"6494","Good Samaritan Hospital School Of Nursing","OH","124","220794"
"14694","Great Oaks Institute Of Technology & Career Development","OH","177","308542.5"
"16861","Greene County Career Center","OH","54","91618"
"17193","Hair Academy","OH","39","70176"
"10323","Hannah E Mullins School Of Practical Nursing","OH","51","94441"
"3048","Heidelberg College","OH","343","675121"
"3049","Hiram College","OH","334","683740"
"16522","Hobart Institute Of Welding Technology","OH","40","77432.380000000005"
"7598","Hocking  Technical College","OH","1712","3206954.6899999999"
"17070","Inner State Beauty School","OH","94","149319.39000000001"
"22463","Institute Of Medical & Dental Technology","OH","93","125123.2"
"16541","International Academy Of Hair Design","OH","27","47838.629999999997"
"13132","International College Of Broadcasting","OH","84","174157.48999999999"
"7275","Jefferson Community College","OH","757","1286434"
"3050","John Carroll University","OH","591","1238459"
"3051","Kent State University","OH","8112","15318121.92"
"3065","Kenyon College","OH","121","262775"
"7035","Kettering College Of Medical Arts","OH","131","271224"
"16558","Knox County Career Center","OH","80","151087"
"3066","Lake Erie College","OH","158","327901.91999999998"
"6804","Lakeland Community College","OH","1365","2083865"
"15524","Lawrence County Vocational School District - Collins Career Center","OH","251","517256"
"15692","Licking County Joint Vocational School Newark","OH","25","36444"
"10027","Lima Technical College","OH","1171","1954032.27"
"3068","Lorain County Community College","OH","2100","3291994.1400000001"
"26038","Lorain County Jvs Adult Career Center","OH","46","79738"
"3069","Lourdes College","OH","411","757352.80000000005"
"30237","Madison Local Schools Madison Adult Education","OH","17","21481"
"17282","Mahoning County Joint Vocl School District Adult Education Program","OH","34","46877.349999999999"
"3072","Malone College","OH","516","961632"
"9809","Mansfield General Hospital School Of Nursing","OH","7","16941"
"3073","Marietta College","OH","244","487698"
"10736","Marion Technical College","OH","560","822125"
"15612","Medina County Joint Vocational School","OH","53","89116.5"
"30970","Mercy College Of Northwest Ohio","OH","98","172387"
"3077","Miami University","OH","2566","4938989"
"15980","Miami Valley Career Technology Center","OH","88","135627"
"3076","Miami-Jacobs College","OH","298","391100.73999999999"
"12848","Moler Hollywood Beauty College","OH","143","173985"
"16495","Moler-Pickens Beauty College","OH","63","100307"
"10962","Moore Universite' Of Hair Design","OH","48","68796"
"30719","Mount Carmel College Of Nursing","OH","87","167243.23000000001"
"3083","Mount Union College","OH","511","1010912"
"7085","Mount Vernon Nazarene College","OH","523","932067"
"8133","Muskingum Area Technical College","OH","962","1630350"
"3084","Muskingum College","OH","386","756905"
"11744","National Beauty College","OH","32","51729.660000000003"
"9412","National Institute Of Technology","OH","377","650607.45999999996"
"15235","North Adult Education Center","OH","122","221832.67000000001"
"5313","North Central Technical College","OH","1194","1682603.21"
"10630","Northern Institute Of Cosmetology","OH","32","66213.770000000004"
"8677","Northwest State Community College","OH","739","1070826.5800000001"
"3085","Notre Dame College Of Ohio","OH","185","309334"
"3086","Oberlin College","OH","485","1026658"
"15153","Ohio Business College","OH","436","760888"
"31163","Ohio College Of Massotherapy","OH","93","153878"
"30682","Ohio Ctr For Broadcasting","OH","88","164725.34"
"30780","Ohio Ctr For Broadcasting","OH","62","117327"
"3035","Ohio Dominican College","OH","674","1235508"
"16019","Ohio Hi-Point Career Center","OH","42","53569"
"13562","Ohio Institute Of Photography And Technology","OH","335","537226.64000000001"
"3089","Ohio Northern University","OH","618","1239752.3300000001"
"10280","Ohio State Beauty Academy","OH","60","96986.5"
"13904","Ohio State College Of Barber Styling","OH","105","161634.75"
"10168","Ohio State School Of Cosmetology","OH","358","647476"
"3090","Ohio State University","OH","8915","17218545.460000001"
"11745","Ohio Technical College","OH","171","283099"
"3100","Ohio University","OH","5640","10967888.27"
"16261","Ohio Valley Business College","OH","149","311135.01000000001"
"3109","Ohio Wesleyan University","OH","288","597503.09999999998"
"30884","Omni Technical School","OH","575","1148898.6599999999"
"3110","Otterbein College","OH","454","806544.90000000002"
"5753","Owens State Community College","OH","4492","7609401.29"
"31001","Paramount Beauty Academy","OH","48","95094"
"16576","Parma High School Practical Nurse Program","OH","28","57607"
"13519","Penta County Vocational School","OH","46","67518"
"17174","Pickaway Ross County Joint Vocational School District","OH","64","143105"
"15800","Pioneer Career And Technology Center:  A Vocational School District","OH","29","41631.720000000001"
"16745","Polaris Career Center - Adult Education Department","OH","16","26284"
"3113","Pontifical College Josephinum","OH","13","29400"
"16994","Portage Lakes Career Center","OH","46","85869"
"16568","Professional Skills Institute","OH","193","320055.65999999997"
"3115","Rabbinical College Of Telshe","OH","17","46425"
"14338","Raphael'S School Of Beauty Culture","OH","48","60695"
"17237","Raphael'S School Of Beauty Culture","OH","22","36861"
"30162","Raphael'S School Of Beauty Culture","OH","42","57716"
"30676","Raphael'S School Of Beauty Culture","OH","67","108405"
"12267","Rets Tech Center","OH","614","1100536.75"
"9658","Riggs Lemar Beauty College","OH","62","93500.309999999998"
"13967","Robert A Taft Adult High School","OH","40","67146"
"26200","Sandusky Adult Education","OH","28","63620"
"17160","School Of Advertising Art","OH","45","101550"
"16728","Scioto County Joint Vocational School","OH","153","267831"
"9942","Shawnee State University","OH","1646","3225652.5800000001"
"3119","Sinclair Community College","OH","5045","7188661.1299999999"
"13608","Southeastern Business College","OH","515","755757.31999999995"
"12870","Southern State Community College","OH","1000","1624265"
"12128","Southwestern College Of Business","OH","1101","1581365.0900000001"
"26147","Springfield Clark County Joint Vocational School","OH","15","13228"
"11141","Stark State College Of Technology","OH","1338","2118343"
"4866","Stautzenberger College","OH","324","407018"
"16961","Tdds","OH","206","288570.48999999999"
"13508","Technology Education College","OH","233","449340.95000000001"
"8278","Terra State Community College","OH","722","1011086.73"
"3031","The Cleveland Institute Of Music","OH","35","71625"
"9660","Tiffin Academy Of Hair Design","OH","45","83493"
"3121","Tiffin University","OH","521","987815.68999999994"
"17046","Toledo Academy Of Beauty Culture - South","OH","88","136484"
"16387","Toledo Academy Of Beauty Culture-North","OH","119","204964"
"15957","Toledo School Of Practical Nurse Woodward","OH","82","186725.35999999999"
"25829","Total Technical Institute","OH","139","204636.82000000001"
"15232","Tri County Joint Vocational School/Adult Career Center","OH","52","81939.850000000006"
"6507","Trinity Health System School Of Nursing","OH","34","74754"
"15194","Tri-Rivers Career Center","OH","33","54090.5"
"16686","Tri-State Semi Driver Training","OH","47","35238"
"13585","Trumbull Business College","OH","384","664821.18000000005"
"25864","Trumbull County Joint Vocational School Adult Education","OH","48","95355.580000000002"
"10923","Union Institute (The) -","OH","348","701001"
"3123","University Of Akron (The)","OH","5755","11340708.32"
"3125","University Of Cincinnati","OH","5607","10415269.33"
"3127","University Of Dayton","OH","862","1717004"
"3045","University Of Findlay","OH","693","1320836"
"4861","University Of Northwestern Ohio","OH","687","1008526.89"
"3116","University Of Rio Grande","OH","789","1621526.3799999999"
"3131","University Of Toledo","OH","4695","9105673.5199999996"
"14058","Upper Valley Joint Vocationl School","OH","73","78532"
"3133","Urbana University","OH","270","546911.5"
"3134","Ursuline College","OH","317","592888"
"30515","Us Grant Joint Vocational School","OH","19","38931"
"30243","Valley Beauty School","OH","109","268533.20000000001"
"34164","Valley Beauty School","OH","37","81305"
"31164","Vanguard - Sentinel Joint Vocational School District-Vanguard Center","OH","9","24650"
"30956","Vantage Career Center","OH","40","56553.959999999999"
"12896","Virginia Marti College Of Fashion And Art","OH","95","172428"
"12949","Vogue Beauty Academy","OH","302","599400"
"3135","Walsh University","OH","348","673210.34999999998"
