"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"9928","992800","PIEDMONT VIRGINIA COMMUNITY COLLEGE","CHARLOTTESVILLE","VA","Public 2 Year","787","1545099"
"3732","373200","RADFORD UNIVERSITY","RADFORD","VA","Public 4 Year","1431","3996565"
"11596","1159600","RALPH'S VIRGINIA SCH OF COSMETOLOGY","LYNCHBURG","VA","Proprietary","28","75817"
"3734","373400","RANDOLPH COLLEGE","LYNCHBURG","VA","Private 4 Year","164","453229"
"3733","373300","RANDOLPH-MACON COLLEGE","ASHLAND","VA","Private 4 Year","176","473724"
"9160","916000","RAPPAHANNOCK COMMUNITY COLLEGE","GLENNS","VA","Public 2 Year","554","1228968"
"30913","3091300","REGENT UNIVERSITY","VIRGINIA BEACH","VA","Private 4 Year","513","1134002"
"3707","370700","RICHARD BLAND COLLEGE","PETERSBURG","VA","Public 2 Year","241","509978"
"34095","3409500","RICHMOND SCHOOL OF HEALTH AND TECH","RICHMOND","VA","Proprietary","601","1700572"
"14108","2140000","RIVERSIDE SCHOOL OF HEALTH CAREERS","NEWPORT NEWS","VA","Private 2 Year","119","275306"
"3736","373600","ROANOKE COLLEGE","SALEM","VA","Private 4 Year","324","878896"
"36454","3645400","RUDY & KELLY ACADEMY OF HAIR AND NA","VIRGINIA BEACH","VA","Proprietary","72","162288"
"9420","942000","SANFORD-BROWN COLLEGE","VIENNA","VA","Proprietary","567","1311096"
"31065","3106500","SENTARA NORFOLK GENERAL HOSPITAL","CHESAPEAKE","VA","Private 2 Year","118","270868"
"3737","373700","SHENANDOAH UNIVERSITY","WINCHESTER","VA","Private 4 Year","390","1115022"
"41338","4133800","SOUTHEAST CULINARY & HOSPITALITY COLLEGE","BRISTOL","VA","Proprietary","3","5715"
"3738","373800","SOUTHERN VIRGINIA UNIVERSITY","BUENA VISTA","VA","Private 4 Year","303","879315"
"12744","1274400","SOUTHSIDE REGIONAL MEDICAL CENTER","PETERSBURG","VA","Proprietary","66","164621"
"8661","866100","SOUTHSIDE VIRGINIA CMTY CLG","ALBERTA","VA","Public 2 Year","2077","4810155"
"7260","726000","SOUTHWEST VIRGINIA COMMUNITY CLG","RICHLANDS","VA","Public 2 Year","1482","3704848"
"30965","3096500","SPRINGFIELD BEAUTY ACADEMY","ANNANDALE","VA","Proprietary","116","351928"
"3739","373900","ST PAULS COLLEGE","LAWRENCEVILLE","VA","Private 4 Year","473","1485381"
"9535","953500","STAUNTON SCHOOL OF COSMETOLOGY","STAUNTON","VA","Proprietary","18","50211"
"17053","2541200","STRATFORD UNIVERSITY","FALLS CHURCH","VA","Proprietary","205","485045"
"17015","2538800","SUFFOLK BEAUTY ACADEMY","SUFFOLK","VA","Proprietary","66","174206"
"14430","859202","SUFFOLK PUB SCH-LOUISE OBICI SCH PN","SUFFOLK","VA","Private 2 Year","14","33184"
"3742","374200","SWEET BRIAR COLLEGE","SWEET BRIAR","VA","Private 4 Year","97","253612"
"36384","3638400","TAP THIS VALLEY WORKS CTR FOR EMPLO","ROANOKE","VA","Private 2 Year","19","46900"
"26059","2605900","TESST COLLEGE OF TECHNOLOGY","ALEXANDRIA","VA","Proprietary","130","354865"
"6871","687100","THOMAS NELSON COMMUNITY COLLEGE","HAMPTON","VA","Public 2 Year","2675","5610346"
"3712","371200","TIDEWATER COMMUNITY COLLEGE","NORFOLK","VA","Public 2 Year","8138","18387268"
"16418","2320900","TIDEWATER TECH","NORFOLK","VA","Proprietary","229","642755"
"31263","3126300","TIDEWATER TECH AVIATION","CHESAPEAKE","VA","Proprietary","233","564846"
"3747","374700","UNIV OF VIRGINIA'S COLLEGE AT WISE","WISE","VA","Public 4 Year","649","1853786"
"3746","374600","UNIVERSITY OF MARY WASHINGTON","FREDERICKSBURG","VA","Public 4 Year","376","951760"
"3744","374400","UNIVERSITY OF RICHMOND","RICHMOND","VA","Private 4 Year","310","838533"
"3745","374500","UNIVERSITY OF VIRGINIA - SFS","CHARLOTTESVILLE","VA","Public 4 Year","1241","3538302"
"16605","2342700","VIRGINIA CAREER INSTITUTE","VIRGINIA BEACH","VA","Proprietary","442","1096137"
"3735","373500","VIRGINIA COMMONWEALTH UNIVERSITY","RICHMOND","VA","Public 4 Year","4297","11966433"
"7099","709900","VIRGINIA HIGHLANDS COMMUNITY CLG","ABINGDON","VA","Public 2 Year","917","2053950"
"3752","375200","VIRGINIA INTERMONT COLLEGE","BRISTOL","VA","Private 4 Year","210","574658"
"3753","375300","VIRGINIA MILITARY INSTITUTE","LEXINGTON","VA","Public 4 Year","170","475487"
"3754","375400","VIRGINIA POLYTECH INST & STATE UNIV","BLACKSBURG","VA","Public 4 Year","2695","7631675"
"10822","953700","VIRGINIA SCH OF HAIR DESIGN","HAMPTON","VA","Proprietary","117","307033"
"32804","3280400","VIRGINIA SCHOOL OF MASSAGE","CHARLOTTESVILLE","VA","Proprietary","86","176622"
"3764","376400","VIRGINIA STATE UNIVERSITY","PETERSBURG","VA","Public 4 Year","2429","7281696"
"3766","376600","VIRGINIA UNION UNIVERSITY","RICHMOND","VA","Private 4 Year","640","2012239"
"3762","376200","VIRGINIA UNIVERSITY OF LYNCHBURG","LYNCHBURG","VA","Private 4 Year","57","132117"
"3767","376700","VIRGINIA WESLEYAN COLLEGE","NORFOLK","VA","Private 4 Year","363","994088"
"3760","376000","VIRGINIA WESTERN CMTY COLLEGE","ROANOKE","VA","Public 2 Year","1978","4186304"
"13855","2108800","WARDS CORNER BEAUTY ACADEMY","NORFOLK","VA","Proprietary","172","455717"
"3768","376800","WASHINGTON & LEE UNIVERSITY","LEXINGTON","VA","Private 4 Year","69","206885"
"26101","2610100","WASHINGTON COUNTY ADULT SKILL CTR","ABINGDON","VA","Public 2 Year","61","202565"
"15531","2197600","WOODROW WILSON REHABILITATION CTR","FISHERSVILLE","VA","Public 2 Year","49","137382"
"3761","376100","WYTHEVILLE COMMUNITY COLLEGE","WYTHEVILLE","VA","Public 2 Year","893","2082997"
"6989","394601","UNIV OF THE VIRGIN ISLANDS-ST CROIX","ST CROIX","VI","Public 4 Year","435","1194905"
"3946","394600","UNIVERSITY OF THE VIRGIN ISLANDS","ST. THOMAS","VI","Public 4 Year","591","1777568"
"3682","368200","BENNINGTON COLLEGE","BENNINGTON","VT","Private 4 Year","129","376987"
"12183","1218300","BURLINGTON COLLEGE","BURLINGTON","VT","Private 4 Year","82","206382"
"37083","3708300","BURLINGTON TECHNICAL CENTER","BURLINGTON","VT","Public 2 Year","1","2354"
"3683","368300","CASTLETON STATE COLLEGE","CASTLETON","VT","Public 4 Year","532","1408448"
"3684","368400","CHAMPLAIN COLLEGE","BURLINGTON","VT","Private 4 Year","526","1358026"
"3685","368500","COLLEGE OF ST JOSEPH","RUTLAND","VT","Private 4 Year","104","309354"
"11167","1116700","COMMUNITY COLLEGE OF VERMONT","WATERBURY","VT","Public 2 Year","2229","4182279"
"3686","368600","GODDARD COLLEGE","PLAINFIELD","VT","Private 4 Year","131","337494"
"3687","368700","GREEN MOUNTAIN COLLEGE","POULTNEY","VT","Private 4 Year","232","706187"
"3688","368800","JOHNSON STATE COLLEGE","JOHNSON","VT","Public 4 Year","697","1701379"
"17157","2532600","LANDMARK COLLEGE","PUTNEY","VT","Private 2 Year","70","208902"
"3689","368900","LYNDON STATE COLLEGE","LYNDONVILLE","VT","Public 4 Year","539","1497983"
"3690","369000","MARLBORO COLLEGE","MARLBORO","VT","Private 4 Year","108","278803"
"3691","369100","MIDDLEBURY COLLEGE","MIDDLEBURY","VT","Private 4 Year","240","700202"
"15904","2254000","NEW ENGLAND CULINARY INSTITUTE","MONTPELIER","VT","Proprietary","186","488826"
"3692","369200","NORWICH UNIVERSITY","NORTHFIELD","VT","Private 4 Year","485","1421080"
"8658","865800","O'BRIEN'S TRAINING CENTER","SOUTH BURLINGTON","VT","Proprietary","21","51803"
"8575","857500","SALON PROFESSIONAL ACADEMY (THE)","WILLISTON","VT","Proprietary","74","206209"
"3693","369300","SOUTHERN VERMONT COLLEGE","BENNINGTON","VT","Private 4 Year","168","446446"
"3694","369400","ST MICHAELS COLLEGE","COLCHESTER","VT","Private 4 Year","301","877090"
"14991","2143500","STERLING COLLEGE","CRAFTSBURY COMMON","VT","Private 4 Year","46","137290"
"3696","369600","UNIVERSITY OF VERMONT","BURLINGTON","VT","Public 4 Year","1632","4385331"
"3698","369800","VERMONT TECHNICAL COLLEGE","RANDOLPH CENTER","VT","Public 4 Year","381","1053862"
"14348","2086600","WOODBURY COLLEGE","MONTPELIER","VT","Private 4 Year","48","111230"
"3771","377100","""CENTRAL WASHINGTON UNIV., FIN AID""","ELLENSBURG","WA","Public 4 Year","2614","7290846"
"16856","2504900","ACADEMY OF HAIR DESIGN (THE)","WENATCHEE","WA","Proprietary","45","138273"
"40434","4043400","ALPINE COLLEGE","SPOKANE VALLEY","WA","Proprietary","57","176870"
"16210","2291300","ART INSTITUTE OF SEATTLE","SEATTLE","WA","Proprietary","915","2126128"
"16059","2242500","BASTYR UNIVERSITY","KENMORE","WA","Private 4 Year","94","276474"
"12259","530600","BATES TECHNICAL COLLEGE","TACOMA","WA","Public 2 Year","632","1498989"
"14618","2105300","BELLEVUE BEAUTY SCHOOL","BELLEVUE","WA","Proprietary","12","40049"
"3769","376900","BELLEVUE COMMUNITY COLLEGE","BELLEVUE","WA","Public 4 Year","1262","2957092"
"13094","1309400","BELLINGHAM BEAUTY SCHOOL","BELLINGHAM","WA","Proprietary","35","94649"
"16227","499900","BELLINGHAM TECHNICAL COLLEGE","BELLINGHAM","WA","Public 2 Year","505","1312475"
"3770","377000","BIG BEND COMMUNITY COLLEGE","MOSES LAKE","WA","Public 2 Year","1003","2575337"
"17065","2541900","BJ'S BEAUTY AND BARBER COLLEGE","TACOMA","WA","Proprietary","69","210242"
"41308","4130800","CASCADE BEAUTY COLLEGE","AUBURN","WA","Proprietary","4","12435"
"34835","3483500","CASCADIA COMMUNITY COLLEGE","BOTHELL","WA","Public 2 Year","244","506906"
"3772","377200","CENTRALIA COLLEGE","CENTRALIA","WA","Public 2 Year","775","1908119"
"37075","3707500","CHETTA'S ACADEMY OF HAIR AND NAILS","PORT ANGELES","WA","Proprietary","8","16425"
"13022","1302200","CITY UNIVERSITY OF SEATTLE","BELLEVUE","WA","Private 4 Year","330","612120"
"30650","3065000","CLARE'S BEAUTY COLLEGE","PASCO","WA","Proprietary","63","184514"
"3773","377300","CLARK COLLEGE","VANCOUVER","WA","Public 2 Year","2887","6282717"
"15984","575200","CLOVER PARK TECHNICAL COLLEGE","LAKEWOOD","WA","Public 2 Year","1268","2673534"
"3774","377400","COLUMBIA BASIN COLLEGE","PASCO","WA","Public 2 Year","1905","4359128"
"12315","1231500","CORNISH COLLEGE OF THE ARTS","SEATTLE","WA","Private 4 Year","242","735875"
"36315","3631500","CORTIVA INSTITUTE - BRIAN UTTING SCHOOL","SEATTLE","WA","Proprietary","5","10481"
"30990","3099000","CORTIVA INSTITUTE - SEATTLE","SEATTLE","WA","Proprietary","69","118527"
"37243","3724300","DIGIPEN INSTITUTE OF TECHNOLOGY","REDMOND","WA","Proprietary","184","568404"
"11481","1148100","DIVERS INSTITUTE OF TECHNOLOGY","SEATTLE","WA","Proprietary","123","325492"
"3775","377500","EASTERN WASHINGTON UNIVERSITY","CHENEY","WA","Public 4 Year","3009","8794899"
"5001","500100","EDMONDS COMMUNITY COLLEGE","LYNNWOOD","WA","Public 2 Year","1542","3634353"
"34904","3490400","EMIL FRIES PIANO HOSPITAL & TRAININ","VANCOUVER","WA","Private 2 Year","6","18260"
"15040","2300100","EVEREST COLLEGE","BREMERTON","WA","Proprietary","2062","4496971"
"26175","2617500","EVEREST COLLEGE","SEATTLE","WA","Proprietary","867","1791130"
"26062","2606200","EVEREST COLLEGE","RENTON","WA","Proprietary","2054","4594649"
"3776","377600","EVERETT COMMUNITY COLLEGE","EVERETT","WA","Public 2 Year","1562","3587779"
"39173","3917300","EVERGREEN BEAUTY AND BARBER COLLEGE","EVERETT","WA","Proprietary","50","122175"
"8155","815500","EVERGREEN STATE COLLEGE (THE)","OLYMPIA","WA","Public 4 Year","1638","4854075"
"36894","3689400","FAITH EVANGELICAL SEMINARY","TACOMA","WA","Private 4 Year","20","50682"
"13926","2203300","GENE JUAREZ ACADEMY OF BEAUTY","SEATTLE","WA","Proprietary","348","906611"
"9739","973900","GLEN DOW ACAD OF HAIR DESIGN","SPOKANE","WA","Proprietary","116","230441"
"3778","377800","GONZAGA UNIVERSITY","SPOKANE","WA","Private 4 Year","679","2098365"
"3779","377900","GRAYS HARBOR COLLEGE","ABERDEEN","WA","Public 2 Year","697","1658822"
"3780","378000","GREEN RIVER COMMUNITY COLLEGE","AUBURN","WA","Public 2 Year","1390","3309836"
"13822","1249600","GREENWOOD BEAUTY SCHOOL","SEATTLE","WA","Proprietary","30","76937"
"3777","377700","HERITAGE UNIVERSITY","TOPPENISH","WA","Private 4 Year","601","1672092"
"3781","378100","HIGHLINE COMMUNITY COLLEGE","DES MOINES","WA","Public 2 Year","1802","4234731"
"41328","4132800","INLAND MASSAGE INSTITUTE","SPOKANE","WA","Proprietary","4","6895"
"16461","2326500","INTERFACE COLLEGE","SPOKANE","WA","Proprietary","111","264405"
"22229","2222900","INTERNATIONAL AIR & HOSPITALITY ACADEMY","VANCOUVER","WA","Proprietary","276","528304"
"8443","844300","ITT TECHNICAL INSTITUTE","SEATTLE","WA","Proprietary","724","1686453"
"30718","3071800","ITT TECHNICAL INSTITUTE","SPOKANE VALLEY","WA","Proprietary","694","1593507"
"5373","537300","LAKE WASHINGTON TECHNICAL COLLEGE","KIRKLAND","WA","Public 2 Year","529","1281429"
"3782","378200","LOWER COLUMBIA COLLEGE","LONGVIEW","WA","Public 2 Year","1395","3405426"
"14396","2184200","MILAN INSTITUTE OF COSMETOLOGY","EVERETT","WA","Proprietary","74","181950"
"9704","970400","NORTH SEATTLE COMMUNITY COLLEGE","SEATTLE","WA","Public 2 Year","773","1725094"
"26021","2602100","NORTHWEST COLLEGE OF ART","POULSBO","WA","Proprietary","30","94504"
"16521","2331400","NORTHWEST HAIR ACADEMY","MOUNT VERNON","WA","Proprietary","123","336126"
"32833","3283300","NORTHWEST HVAC/R ASSOCIATION & TRAINING","SPOKANE","WA","Private 2 Year","24","45663"
"21800","2180000","NORTHWEST INDIAN COLLEGE","BELLINGHAM","WA","Public 4 Year","316","779276"
"3783","378300","NORTHWEST UNIVERSITY","KIRKLAND","WA","Private 4 Year","286","792207"
"3784","378400","OLYMPIC COLLEGE","BREMERTON","WA","Public 4 Year","1343","3092868"
"3785","378500","PACIFIC LUTHERAN UNIVERSITY","TACOMA","WA","Private 4 Year","771","2162725"
"3786","378600","PENINSULA COLLEGE","PORT ANGELES","WA","Public 4 Year","639","1554365"
"9387","938700","PERRY TECHNICAL INSTITUTE","YAKIMA","WA","Private 2 Year","366","1043337"
"16649","2345100","PHAGAN'S ORCHARDS BEAUTY SCHOOL","VANCOUVER","WA","Proprietary","17","51335"
"5000","500000","PIERCE COLLEGE","LAKEWOOD","WA","Public 2 Year","1748","3668884"
"15817","2236800","PROFESSIONAL BEAUTY SCHOOL","YAKIMA","WA","Proprietary","59","177216"
"14001","1043400","RENTON TECHNICAL COLLEGE","RENTON","WA","Public 2 Year","446","1025615"
"3787","378700","SEATTLE CENTRAL COMMUNITY COLLEGE","SEATTLE","WA","Public 2 Year","1494","3443909"
"33616","3361600","SEATTLE MIDWIFERY SCHOOL","SEATTLE","WA","Private 2 Year","4","14366"
"3788","378800","SEATTLE PACIFIC UNIVERSITY","SEATTLE","WA","Private 4 Year","541","1534007"
"3790","379000","SEATTLE UNIVERSITY","SEATTLE","WA","Private 4 Year","882","2498037"
"30521","378703","SEATTLE VOCATIONAL INSTITUTE","SEATTLE","WA","Public 2 Year","257","584985"
"3791","379100","SHORELINE COMMUNITY COLLEGE","SEATTLE","WA","Public 2 Year","1110","2467593"
"3792","379200","SKAGIT VALLEY COLLEGE","MOUNT VERNON","WA","Public 2 Year","1040","2324147"
"5372","537200","SOUTH PUGET SOUND COMMUNITY COLLEGE","OLYMPIA","WA","Public 2 Year","1346","2990213"
"9706","970600","SOUTH SEATTLE COMMUNITY COLLEGE","SEATTLE","WA","Public 4 Year","659","1653747"
