"OPEID","Name","State","Type & Control","Recips","Awards"
"1772","TRINITY INTERNATIONAL UNIVERSITY","IL","Private 4 Year","618","2170903"
"1773","TRITON COLLEGE","IL","Public 2 Year","3926","12181657"
"41708","UNITY COSMETOLOGY COLLEGE","IL","Proprietary 2 Year","2","5275"
"41369","UNIVERSITY OF AESTHETICS (THE)","IL","Proprietary 2 Year","13","36374"
"41370","UNIVERSITY OF AESTHETICS (THE)","IL","Proprietary 2 Year","8","27199"
"1774","UNIVERSITY OF CHICAGO (THE)","IL","Private 4 Year","856","3445554"
"1776","UNIVERSITY OF ILLINOIS AT CHICAGO","IL","Public 4 Year","7231","30299087"
"9333","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","IL","Public 4 Year","1102","4090841"
"1775","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","IL","Public 4 Year","5715","23552327"
"1664","UNIVERSITY OF SAINT FRANCIS","IL","Private 4 Year","483","1709754"
"21244","UNIVERSITY OF SPA & COSMETOLOGY ARTS","IL","Proprietary 2 Year","182","592851"
"1778","VANDERCOOK COLLEGE OF MUSIC","IL","Private 4 Year","71","283220"
"20693","VATTEROTT COLLEGE","IL","Proprietary 4 Year","1647","7129290"
"36233","VEE'S SCHOOL OF BEAUTY CULTURE","IL","Proprietary 2 Year","31","143103"
"6931","WAUBONSEE COMMUNITY COLLEGE","IL","Public 2 Year","1902","5298870"
"22141","WEST SUBURBAN COLLEGE OF NURSING","IL","Private 4 Year","97","335060"
"1780","WESTERN ILLINOIS UNIVERSITY","IL","Public 4 Year","3671","14194819"
"30792","WESTWOOD COLLEGE - DUPAGE","IL","Proprietary 4 Year","2017","8429511"
"23139","WESTWOOD COLLEGE - O'HARE AIRPORT","IL","Proprietary 4 Year","2580","11226278"
"1781","WHEATON COLLEGE","IL","Private 4 Year","447","1775727"
"1655","WILBUR WRIGHT COLLEGE","IL","Public 2 Year","4177","12003076"
"1783","WORSHAM COLLEGE OF MORTUARY SCIENCE","IL","Proprietary 2 Year","46","147412"
"41184","ZAREM /GOLDE ORT TECHNICAL INSTITUTE","IL","Private 4 year","269","794188"
"35383","ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS","IN","Proprietary 2 Year","30","126101"
"1784","ANCILLA DOMINI COLLEGE","IN","Private 2 Year","450","1617516"
"1785","ANDERSON UNIVERSITY","IN","Private 4 Year","731","2650799"
"9612","APEX ACADEMY OF HAIR DESIGN","IN","Proprietary 2 Year","5","13403"
"41559","AVEDA FREDRIC'S INSTITUTE","IN","Proprietary 2 Year","36","146918"
"31763","AVIATION INSTITUTE OF MAINTENANCE","IN","Proprietary 2 Year","238","1022326"
"1786","BALL STATE UNIVERSITY","IN","Public 4 Year","5058","20293824"
"1787","BETHEL COLLEGE","IN","Private 4 Year","960","3587842"
"4583","BROWN MACKIE COLLEGE-SOUTH BEND","IN","Proprietary 4 Year","5127","18803271"
"1788","BUTLER UNIVERSITY","IN","Private 4 Year","584","2216508"
"1834","CALUMET COLLEGE OF SAINT JOSEPH","IN","Private 4 Year","512","1998004"
"26158","COLLEGE OF COURT REPORTING","IN","Proprietary 2 Year","141","680275"
"11505","CREATIVE HAIR STYLING ACADEMY","IN","Proprietary 2 Year","72","312533"
"34567","CROSSROADS BIBLE COLLEGE","IN","Private 4 Year","161","567565"
"32623","DAVID DEMUTH INSTITUTE OF COSMETOLOGY","IN","Proprietary 2 Year","38","114382"
"1792","DEPAUW UNIVERSITY","IN","Private 4 Year","432","1678998"
"21588","DON ROBERTS BEAUTY SCHOOL","IN","Proprietary 2 Year","30","100133"
"21643","DON ROBERTS SCHOOL OF HAIR DESIGN","IN","Proprietary 2 Year","68","232087"
"1793","EARLHAM COLLEGE","IN","Private 4 Year","272","1044941"
"23452","EMPIRE BEAUTY SCHOOL","IN","Proprietary 2 Year","403","1518299"
"1798","FRANKLIN COLLEGE OF INDIANA","IN","Private 4 Year","379","1435189"
"1799","GOSHEN COLLEGE","IN","Private 4 Year","298","1125082"
"1800","GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","Private 4 Year","417","1535026"
"26070","HAIR ARTS ACADEMY","IN","Proprietary 2 Year","38","130948"
"24905","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary 2 Year","157","507054"
"24908","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary 2 Year","72","256173"
"1801","HANOVER COLLEGE","IN","Private 4 Year","258","997636"
"21584","HARRISON COLLEGE","IN","Proprietary 4 Year","5692","19023904"
"30097","HARRISON COLLEGE","IN","Proprietary 4 Year","743","2632402"
"9515","HARROLD BEAUTY ACADEMY","IN","Proprietary 2 Year","65","265876"
"7263","HOLY CROSS COLLEGE","IN","Private 4 Year","143","562392"
"41309","HONORS BEAUTY COLLEGE","IN","Proprietary 2 Year","110","421874"
"1803","HUNTINGTON UNIVERSITY","IN","Private 4 Year","386","1348333"
"40387","IDEAL BEAUTY ACADEMY","IN","Proprietary 2 Year","89","266924"
"1805","INDIANA INSTITUTE OF TECHNOLOGY","IN","Private 4 Year","1792","6337176"
"1807","INDIANA STATE UNIVERSITY","IN","Public 4 Year","3269","12337609"
"1809","INDIANA UNIVERSITY - BLOOMINGTON","IN","Public 4 Year","5887","24226385"
"1811","INDIANA UNIVERSITY - EAST","IN","Public 4 Year","1527","5454724"
"1814","INDIANA UNIVERSITY - KOKOMO","IN","Public 4 Year","1114","3994267"
"1815","INDIANA UNIVERSITY - NORTHWEST","IN","Public 4 Year","2400","9162508"
"1813","INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","Public 4 Year","8051","30957111"
"1816","INDIANA UNIVERSITY - SOUTH BEND","IN","Public 4 Year","3233","11655872"
"1828","INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE","IN","Public 4 Year","5284","19381028"
"1817","INDIANA UNIVERSITY SOUTHEAST","IN","Public 4 Year","2448","9224449"
"1822","INDIANA WESLEYAN UNIVERSITY","IN","Private 4 Year","4103","13436113"
"4579","INTERNATIONAL BUSINESS COLLEGE","IN","Proprietary 4 Year","697","2945875"
"7327","ITT TECHNICAL INSTITUTE","IN","Proprietary 2 Year","4742","17126394"
"8329","ITT TECHNICAL INSTITUTE","IN","Proprietary 2 Year","4324","15543983"
"7329","ITT TECHNICAL INSTITUTE -","IN","Proprietary 4 Year","14269","36050080"
"10040","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 1","IN","Public 2 Year","6438","18670447"
"10038","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 10","IN","Public 2 Year","3024","9164336"
"9923","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 11","IN","Public 2 Year","1975","6027418"
"9925","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 12","IN","Public 2 Year","3612","10754376"
"10109","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 13","IN","Public 2 Year","2522","7990404"
"35213","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 14","IN","Public 2 Year","3434","10181713"
"8423","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 2","IN","Public 2 Year","6182","17036624"
"10039","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 4","IN","Public 2 Year","4462","13748237"
"10041","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 5","IN","Public 2 Year","3904","11787027"
"9924","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 6","IN","Public 2 Year","6157","18504529"
"8547","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 7","IN","Public 2 Year","3585","11617331"
"9917","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 8","IN","Public 2 Year","11636","33107214"
"10037","IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 9","IN","Public 2 Year","3295","9437034"
"9926","IVY TECH COMMUNITY COLLEGE OF INDIANA- REGION 3","IN","Public 2 Year","8185","23620823"
"23027","J. EVERETT LIGHT CAREER CENTER","IN","Public 2 Year","60","256588"
"22018","KAPLAN COLLEGE","IN","Proprietary 2 Year","2414","7236261"
"9777","KAPLAN COLLEGE","IN","Proprietary 2 Year","1898","5530836"
"23513","KNOX BEAUTY COLLEGE","IN","Proprietary 2 Year","28","121013"
"10409","LAFAYETTE BEAUTY ACADEMY","IN","Proprietary 2 Year","54","200086"
"7938","LINCOLN COLLEGE OF TECHNOLOGY","IN","Proprietary 2 Year","2240","9189805"
"1820","MANCHESTER COLLEGE","IN","Private 4 Year","454","1748997"
"1821","MARIAN UNIVERSITY","IN","Private 4 Year","906","3474221"
"21408","MARTIN UNIVERSITY","IN","Private 4 Year","910","2824880"
"23089","MASTERS OF COSMETOLOGY COLLEGE","IN","Proprietary 2 Year","61","338935"
"7362","MEDTECH COLLEGE","IN","Proprietary 2 Year","2184","7520413"
"9613","MERRILLVILLE BEAUTY COLLEGE","IN","Proprietary 2 Year","140","573531"
"10618","MID AMERICA COLLEGE OF FUNERAL SERVICE","IN","Private 4 Year","85","256009"
"10489","NATIONAL COLLEGE","IN","Proprietary 4 Year","4460","17440755"
"1824","OAKLAND CITY UNIVERSITY","IN","Private 4 Year","380","1509121"
"22417","PJ'S COLLEGE OF COSMETOLOGY","IN","Proprietary 2 Year","169","616731"
"23048","PJ'S COLLEGE OF COSMETOLOGY","IN","Proprietary 2 Year","58","217208"
"1825","PURDUE UNIVERSITY","IN","Public 4 Year","6502","25386868"
"1827","PURDUE UNIVERSITY - CALUMET","IN","Public 4 Year","3605","13863731"
"1826","PURDUE UNIVERSITY - NORTH CENTRAL","IN","Public 4 Year","1548","5536390"
"20848","RAVENSCROFT BEAUTY COLLEGE","IN","Proprietary 2 Year","235","922906"
"23396","ROGERS ACADEMY OF HAIR DESIGN","IN","Proprietary 2 Year","178","717073"
"1830","ROSE-HULMAN INSTITUTE OF TECHNOLOGY","IN","Private 4 Year","306","1121114"
"9673","RUDAE'S SCHOOL OF BEAUTY CULTURE","IN","Proprietary 2 Year","201","819725"
"6257","SAINT ELIZABETH SCHOOL OF NURSING","IN","Private 2 Year","127","539272"
"41667","SALON PROFESSIONAL ACADEMY (THE)","IN","Proprietary 2 Year","29","87576"
"1833","ST JOSEPH'S COLLEGE","IN","Private 4 Year","269","1050342"
"1835","ST MARY OF THE WOODS COLLEGE","IN","Private 4 Year","596","1818187"
"1836","ST MARYS COLLEGE","IN","Private 4 Year","323","1280086"
"41003","SUCCESS SCHOOLS LLC","IN","Proprietary 2 Year","121","627593"
"1838","TAYLOR UNIVERSITY","IN","Private 4 Year","470","1748407"
"41210","TECHSKILLS - INDIANAPOLIS","IN","Proprietary 2 Year","99","253348"
"1839","TRINE UNIVERSITY","IN","Private 4 Year","822","3174765"
"31006","TUCKER CAREER AND TECHNOLOGY CENTER","IN","Public 2 Year","28","128474"
"1795","UNIVERSITY OF EVANSVILLE","IN","Private 4 Year","719","2836945"
"1804","UNIVERSITY OF INDIANAPOLIS","IN","Private 4 Year","1498","5503976"
"1840","UNIVERSITY OF NOTRE DAME","IN","Private 4 Year","939","3616170"
"1832","UNIVERSITY OF SAINT FRANCIS","IN","Private 4 Year","796","2762562"
"1808","UNIVERSITY OF SOUTHERN INDIANA","IN","Public 4 Year","2900","11013907"
"1842","VALPARAISO UNIVERSITY","IN","Private 4 Year","744","2777959"
"10151","VINCENNES BEAUTY COLLEGE","IN","Proprietary 2 Year","31","110865"
"1843","VINCENNES UNIVERSITY","IN","Public 4 Year","4224","15738207"
"1844","WABASH COLLEGE","IN","Private 4 Year","214","845180"
"8682","ACADEMY OF HAIR DESIGN","KS","Proprietary 2 Year","85","298511"
"1901","ALLEN COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","1273","3990285"
"1903","BAKER UNIVERSITY","KS","Private 4 Year","668","2518066"
"1917","BARCLAY COLLEGE","KS","Private 4 Year","123","487839"
"4608","BARTON COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","896","2743510"
"10256","BENEDICTINE COLLEGE","KS","Private 4 Year","360","1315647"
"1904","BETHANY COLLEGE","KS","Private 4 Year","237","870724"
"1905","BETHEL COLLEGE","KS","Private 4 Year","150","515241"
"6755","BROWN MACKIE COLLEGE (THE -)","KS","Proprietary 2 Year","1329","4478411"
"30662","BRYAN COLLEGE","KS","Proprietary 2 Year","191","846930"
"8332","B-STREET DESIGN SCHOOL OF INTERNATIONAL HAIR STYLING","KS","Proprietary 2 Year","88","381582"
"34503","B-STREET DESIGN SCHOOL OF INTERNATIONAL HAIR STYLING - TOPEKA","KS","Proprietary 2 Year","418","1665788"
"1906","BUTLER COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","3308","10035888"
"1908","CENTRAL CHRISTIAN COLLEGE OF KANSAS","KS","Private 4 Year","168","645252"
"20907","CLEVELAND CHIROPRACTIC COLLEGE","KS","Private 4 Year","55","219224"
"1909","CLOUD COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","895","2806564"
"1910","COFFEYVILLE COMMUNITY COLLEGE","KS","Public 2 Year","763","2677427"
"1911","COLBY COMMUNITY COLLEGE","KS","Public 2 Year","417","1490015"
"1902","COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL","KS","Public 2 Year","1871","6109075"
"21964","CUTTING EDGE HAIRSTYLING ACADEMY","KS","Proprietary 2 Year","210","752643"
"1913","DODGE CITY COMMUNITY COLLEGE","KS","Public 2 Year","619","2089845"
"1914","DONNELLY COLLEGE","KS","Private 4 Year","660","1698077"
"1927","EMPORIA STATE UNIVERSITY","KS","Public 4 Year","1626","6408536"
"41627","ERIC FISHER ACADEMY","KS","Proprietary 2 Year","42","157347"
"5264","FLINT HILLS TECHNICAL COLLEGE","KS","Public 2 Year","272","938930"
"1915","FORT HAYS STATE UNIVERSITY","KS","Public 4 Year","2508","8891683"
"1918","FRIENDS UNIVERSITY","KS","Private 4 Year","1089","3634146"
"1916","FT SCOTT COMMUNITY COLLEGE","KS","Public 2 Year","966","3429398"
"1919","GARDEN CITY COMMUNITY COLLEGE","KS","Public 2 Year","825","2912684"
"10438","HASKELL INDIAN NATIONS UNIVERSITY","KS","Public 4 Year","641","2769516"
"22577","HAYS ACADEMY OF HAIR DESIGN","KS","Proprietary 2 Year","57","250652"
"1920","HESSTON COLLEGE","KS","Private 2 Year","165","569674"
"1921","HIGHLAND COMMUNITY COLLEGE","KS","Public 2 Year","1217","3800613"
"1923","HUTCHINSON COMMUNITY COLLEGE","KS","Public 2 Year","1883","5523627"
"1924","INDEPENDENCE COMMUNITY COLLEGE","KS","Public 2 Year","551","1820174"
"8244","JOHNSON COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","4281","12557029"
"1925","KANSAS CITY KANSAS COMMUNITY COLLEGE","KS","Public 2 Year","3416","10299842"
"1928","KANSAS STATE UNIVERSITY","KS","Public 4 Year","4573","17288154"
"1929","KANSAS WESLEYAN UNIVERSITY","KS","Private 4 Year","356","1316799"
"23407","LABARON HAIRDRESSING ACADEMY","KS","Proprietary 2 Year","42","125514"
"1930","LABETTE COMMUNITY COLLEGE","KS","Public 2 Year","649","2040403"
"5500","MANHATTAN AREA TECHNICAL COLLEGE","KS","Public 2 Year","275","792456"
"1931","MANHATTAN CHRISTIAN COLLEGE","KS","Private 4 Year","144","528261"
"1933","MCPHERSON COLLEGE","KS","Private 4 Year","246","916527"
"7032","MIDAMERICA NAZARENE UNIVERSITY","KS","Private 4 Year","476","1683076"
"1936","NEOSHO COUNTY COMMUNITY COLLEGE","KS","Public 2 Year","717","2413683"
"1939","NEWMAN UNIVERSITY","KS","Private 4 Year","504","1826662"
"5265","NORTH CENTRAL KANSAS TECHNICAL COLLEGE","KS","Public 2 Year","368","1329300"
"5267","NORTHWEST KANSAS TECHNICAL COLLEGE","KS","Public 2 Year","174","715240"
"21348","OLD TOWN BARBER  COLLEGE","KS","Proprietary 2 Year","68","266181"
"1937","OTTAWA UNIVERSITY","KS","Private 4 Year","1104","3092828"
"26063","PAUL MITCHELL THE SCHOOL WICHITA","KS","Proprietary 2 Year","101","445325"
"26130","PINNACLE CAREER INSTITUTE","KS","Proprietary 2 Year","197","637468"
"1926","PITTSBURG STATE UNIVERSITY","KS","Public 4 Year","2341","9066819"
"1938","PRATT COMMUNITY COLLEGE","KS","Public 2 Year","438","1444346"
"5499","SALINA AREA TECHNICAL COLLEGE","KS","Public 2 Year","136","519724"
"8228","SEWARD COUNTY COMMUNITY COLLEGE/AREA TECHNICAL SCHOOL","KS","Public 2 Year","404","1318656"
"35293","SIDNEY'S HAIRDRESSING COLLEGE","KS","Proprietary 2 Year","65","285430"
"1940","SOUTHWESTERN COLLEGE","KS","Private 4 Year","510","1710403"
"1945","STERLING COLLEGE","KS","Private 4 Year","312","1177383"
"1946","TABOR COLLEGE","KS","Private 4 Year","287","913181"
"1948","UNIVERSITY OF KANSAS","KS","Public 4 Year","4275","16209464"
"1943","UNIVERSITY OF SAINT MARY","KS","Private 4 Year","233","787208"
"1949","WASHBURN UNIVERSITY - TOPEKA","KS","Public 4 Year","2539","8819889"
"5498","WICHITA AREA TECHNICAL COLLEGE - MAIN CAMPUS","KS","Public 2 Year","1333","3975042"
"1950","WICHITA STATE UNIVERSITY","KS","Public 4 Year","4005","14899710"
"10503","WICHITA TECHNICAL INSTITUTE","KS","Proprietary 2 Year","2137","8869977"
"25909","WRIGHT CAREER COLLEGE","KS","Private 2 Year","2809","13256091"
"26031","XENON INTERNATIONAL ACADEMY","KS","Proprietary 2 Year","180","791168"
"30313","XENON INTERNATIONAL ACADEMY IV","KS","Proprietary 2 Year","69","290901"
"41329","Z HAIR ACADEMY","KS","Proprietary 2 Year","37","146411"
"1951","ALICE LLOYD COLLEGE","KY","Private 4 Year","331","1347904"
"21591","APPALACHIAN BEAUTY SCHOOL","KY","Proprietary 2 Year","17","73602"
"1952","ASBURY COLLEGE","KY","Private 4 Year","465","1724343"
"1990","ASHLAND COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2039","7027900"
"40383","ATA COLLEGE","KY","Proprietary 2 Year","697","2241336"
"25189","BARRETT & CO SCHOOL OF HAIR DESIGN","KY","Proprietary 2 Year","84","301420"
"24911","BECKFIELD COLLEGE","KY","Proprietary 4 Year","1274","4130829"
"1954","BELLARMINE UNIVERSITY","KY","Private 4 Year","511","1975521"
"38043","BELLEFONTE ACADEMY OF BEAUTY","KY","Proprietary 2 Year","144","523458"
"1955","BEREA COLLEGE","KY","Private 4 Year","1275","5481264"
"1996","BIG SANDY COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2601","9380017"
"5244","BLUEGRASS COMMUNITY & TECHNICAL COLLEGE","KY","Public 2 Year","7006","22868752"
"5271","BOWLING GREEN TECHNICAL COLLEGE","KY","Public 2 Year","2096","6893611"
"1958","BRESCIA UNIVERSITY","KY","Private 4 Year","292","1042197"
"36113","BRIGHTON CENTER'S CENTER FOR EMPLOYMENT TRAINING","KY","Private 2 Year","83","286340"
"1959","CAMPBELLSVILLE UNIVERSITY","KY","Private 4 Year","1085","4220697"
"1961","CENTRE COLLEGE OF KENTUCKY","KY","Private 4 Year","222","855886"
"25356","CLEAR CREEK BAPTIST BIBLE COLLEGE","KY","Private 4 Year","141","540661"
"11725","COLLINS SCHOOL OF COSMETOLOGY","KY","Proprietary 2 Year","59","251762"
"8425","DAYMAR COLLEGE","KY","Proprietary 2 Year","270","1070112"
"9313","DAYMAR COLLEGE","KY","Proprietary 2 Year","2706","10117426"
"1963","EASTERN KENTUCKY UNIVERSITY","KY","Public 4 Year","5855","23453784"
"1991","ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE","KY","Public 2 Year","4260","14075666"
"12914","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","432","1658725"
"12915","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","201","849302"
"12916","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","238","1003924"
"12917","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","253","1073533"
"12968","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","147","609988"
"21771","EMPIRE BEAUTY SCHOOL","KY","Proprietary 2 Year","177","776428"
"38853","EMPLOYMENT SOLUTIONS","KY","Private 2 Year","185","709158"
"35165","EZELL'S COSMETOLOGY SCHOOL","KY","Proprietary 2 Year","49","229693"
"30837","GALEN HEALTH INSTITUTES","KY","Proprietary 2 Year","1793","6089804"
"5273","GATEWAY COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2394","7507026"
"1964","GEORGETOWN COLLEGE","KY","Private 4 Year","401","1578025"
"6962","HAZARD COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2087","7609106"
"30262","HEAD'S WEST KENTUCKY BEAUTY COLLEGE","KY","Proprietary 2 Year","36","150399"
"1993","HENDERSON COMMUNITY COLLEGE","KY","Public 2 Year","1070","3270001"
"1994","HOPKINSVILLE COMMUNITY COLLEGE","KY","Public 2 Year","2497","7794865"
"6961","JEFFERSON COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","7095","21524151"
"25261","JENNY LEA ACADEMY OF COSMETOLOGY","KY","Proprietary 2 Year","15","61401"
"1965","KENTUCKY CHRISTIAN UNIVERSITY","KY","Private 4 Year","274","1057061"
"30021","KENTUCKY MOUNTAIN BIBLE COLLEGE","KY","Private 4 Year","54","207579"
"1968","KENTUCKY STATE UNIVERSITY","KY","Public 4 Year","1547","6508506"
"1969","KENTUCKY WESLEYAN COLLEGE","KY","Private 4 Year","422","1659687"
"41239","LEXINGTON HEALING ARTS ACADEMY","KY","Proprietary 2 Year","64","149633"
"1972","LINDSEY WILSON COLLEGE","KY","Private 4 Year","1349","6119546"
"9010","MADISONVILLE COMMUNITY COLLEGE","KY","Public 2 Year","2030","6896335"
"6960","MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2556","9092367"
"25762","MID-CONTINENT UNIVERSITY","KY","Private 4 Year","1257","4264029"
"1975","MIDWAY COLLEGE","KY","Private 4 Year","768","2596523"
"1976","MOREHEAD STATE UNIVERSITY","KY","Public 4 Year","3517","13300253"
"31035","MR JIM'S BEAUTY COLLEGE","KY","Proprietary 2 Year","31","127491"
"1977","MURRAY STATE UNIVERSITY","KY","Public 4 Year","2963","11490249"
"9275","NORTHERN KENTUCKY UNIVERSITY","KY","Public 4 Year","3984","14695688"
"30292","NU TEK ACADEMY OF BEAUTY","KY","Proprietary 2 Year","41","187732"
"30345","OWENSBORO COMMUNITY & TECHNICAL COLLEGE","KY","Public 2 Year","2729","8776897"
"23237","PAT WILSON BEAUTY COLLEGE","KY","Proprietary 2 Year","59","204744"
"23517","PAUL MITCHELL THE SCHOOL - LOUISVILLE","KY","Proprietary 2 Year","143","529646"
"23408","PAUL MITCHELL THE SCHOOL LEXINGTON","KY","Proprietary 2 Year","133","529459"
"1980","PIKEVILLE COLLEGE","KY","Private 4 Year","397","1564694"
"23372","PJ'S COLLEGE OF COSMETOLOGY","KY","Proprietary 2 Year","552","1906714"
"25511","PJ'S COLLEGE OF COSMETOLOGY","KY","Proprietary 2 Year","82","331897"
"38863","REGENCY SCHOOL OF HAIR DESIGN","KY","Proprietary 2 Year","24","81858"
"10424","SALON PROFESSIONAL ACADEMY THE","KY","Proprietary 2 Year","108","534119"
"1997","SOMERSET COMMUNITY COLLEGE","KY","Public 2 Year","5718","19924967"
"1998","SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","Public 2 Year","2245","8408147"
"25608","SOUTHEAST SCHOOL OF COSMETOLOGY","KY","Proprietary 2 Year","37","157301"
"1960","SPALDING UNIVERSITY","KY","Private 4 Year","679","2596893"
"4618","SPENCERIAN COLLEGE","KY","Proprietary 2 Year","1929","5831356"
"1983","ST. CATHARINE COLLEGE","KY","Private 4 Year","401","1493378"
"12088","SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN","KY","Proprietary 4 Year","538","2093526"
"4619","SULLIVAN UNIVERSITY","KY","Proprietary 4 Year","3657","11737305"
"2001","THOMAS MORE COLLEGE","KY","Private 4 Year","402","1421573"
