"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"3584","358400","2285","LETOURNEAU UNIVERSITY","TX","Private 4 Year","1167","3054686.2599999998"
"8353","835300","1029","LINCOLN COLLEGE OF TECHNOLOGY","TX","Proprietary","1868","5362751"
"3585","358500","2286","LON MORRIS COLLEGE","TX","Private 2 Year","162","502037"
"11145","1114500","3422","LONE STAR COLLEGE-NORTH HARRIS","TX","Public 2 year","9270","23107471.550000001"
"3586","358600","2287","LUBBOCK CHRISTIAN UNIVERSITY","TX","Private 4 Year","609","1852993"
"35203","3520300","5036","LUBBOCK HAIR ACADEMY","TX","Proprietary","44","135460"
"40454","4045400","5812","MAI-TRIX BEAUTY COLLEGE","TX","Proprietary","66","165583.31"
"41255","4125500","5933","MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN","TX","Proprietary","25","85970"
"3590","359000","2289","MCLENNAN COMMUNITY COLLEGE","TX","Public 2 year","3935","11610509.189999999"
"3591","359100","2290","MCMURRY UNIVERSITY","TX","Private 4 Year","653","2125104.9300000002"
"34244","3424400","5269","MEDVANCE INSTITUTE","TX","Proprietary","1017","2270151"
"12627","1276400","3574","METROPLEX BEAUTY SCHOOL","TX","Proprietary","106","268536"
"31110","3111000","4767","MID-CITIES BARBER COLLEGE","TX","Proprietary","107","355395"
"9797","979700","3245","MIDLAND COLLEGE","TX","Public 4 year","1265","3270389.04"
"3592","359200","2291","MIDWESTERN STATE UNIVERSITY","TX","Public 4 year","1684","5193335.7199999997"
"34223","3422300","4976","MILAN INSTITUTE","TX","Proprietary","754","2307943"
"13674","2248200","4029","MILAN INSTITUTE OF COSMETOLOGY","TX","Proprietary","1236","3735987"
"15119","849800","3086","MIMS CLASSIC BEAUTY COLLEGE","TX","Proprietary","40","112686"
"36103","3610300","5074","MJ'S BEAUTY ACADEMY","TX","Proprietary","55","147869"
"31443","3144300","4836","NATIONAL BEAUTY COLLEGE","TX","Proprietary","47","134678"
"3593","359300","2292","NAVARRO COLLEGE","TX","Public 2 year","3591","10720637.6"
"13003","1300300","3610","NEILSON BEAUTY COLLEGE","TX","Proprietary","30","76360"
"3558","355800","2267","NORTH CENTRAL TEXAS COLLEGE","TX","Public 2 year","2008","4897950.3899999997"
"16396","2315400","4174","NORTHEAST TEXAS COMMUNITY COLLEGE","TX","Public 2 year","1147","3254504.6499999999"
"40453","4045300","5789","NORTHWEST BEAUTY SCHOOL","TX","Proprietary","53","131885"
"33033","3303300","4914","NORTHWEST EDUCATIONAL CENTER","TX","Proprietary","453","1251491.98"
"26002","2600200","4484","OCEAN CORPORATION, (THE)","TX","Proprietary","206","804452.05000000005"
"3596","359600","2294","ODESSA COLLEGE","TX","Public 2 year","1475","3517133.27"
"13016","1301600","3614","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary","265","712280"
"15596","2230500","3988","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary","505","1375655"
"15602","2230600","3989","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary","148","365188.5"
"3598","359800","2295","OUR LADY OF THE LAKE UNIVERSITY","TX","Private 4 Year","931","2998522.8199999998"
"3600","360000","2297","PANOLA COLLEGE","TX","Public 2 year","739","1954509.5900000001"
"3601","360100","2298","PARIS JUNIOR COLLEGE","TX","Public 2 year","2091","5947126.5999999996"
"16293","2305300","4153","PARKER COLLEGE OF CHIROPRACTIC","TX","Private 4 Year","32","66966"
"16749","2357700","4257","PAUL MITCHELL THE SCHOOL","TX","Proprietary","107","319786.46000000002"
"3602","360200","2299","PAUL QUINN COLLEGE","TX","Private 4 Year","353","1175178.99"
"41365","4136500","6266","PCCENTER","TX","Proprietary","28","63336.239999999998"
"30198","3019800","4567","PCI HEALTH TRAINING CENTER","TX","Proprietary","962","2750605.6499999999"
"15350","2176100","3884","PIPO ACADEMY OF HAIR DESIGN","TX","Proprietary","64","201787"
"3630","363000","2319","PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY","TX","Public 4 year","3952","13642255"
"39444","3944400","5829","PROFESSIONAL CAREERS INSTITUTE","TX","Proprietary","130","285196"
"3603","360300","2300","RANGER COLLEGE","TX","Public 2 year","351","957712.39000000001"
"30265","3026500","936","REMINGTON COLLEGE - HOUSTON CAMPUS","TX","Proprietary","2105","5795722"
"3604","360400","386","RICE UNIVERSITY","TX","Private 4 Year","353","1227096.5"
"30288","3028800","4591","ROYAL BEAUTY CAREERS","TX","Proprietary","205","488288"
"31087","3108700","4758","ROYAL BEAUTY CAREERS","TX","Proprietary","422","915190.48999999999"
"3621","362100","2313","SAINT EDWARDS UNIVERSITY","TX","Private 4 Year","1192","3653996.3100000001"
"3606","360600","2301","SAM HOUSTON STATE UNIVERSITY","TX","Public 4 year","4000","12968415.01"
"16468","2326000","4190","SAN ANTONIO BEAUTY COLLEGE #3","TX","Proprietary","81","215259"
"30118","3011800","4556","SAN ANTONIO BEAUTY COLLEGE #4","TX","Proprietary","90","255305"
"9163","916300","5081","SAN ANTONIO COLLEGE","TX","Public 2 year","24541","66116932.270000003"
"3609","360900","2303","SAN JACINTO COMMUNITY COLLEGE DISTRICT","TX","Public 2 year","5796","15139561.74"
"26150","2615000","4512","SANFORD-BROWN INSTITUTE","TX","Proprietary","1625","4369415.8300000001"
"30323","3032300","4604","SCHOOL OF AUTOMOTIVE MACHINISTS-","TX","Proprietary","33","112210"
"3610","361000","2304","SCHREINER UNIVERSITY","TX","Private 4 Year","389","1192717"
"17002","2530700","4351","SEBRING CAREER SCHOOLS","TX","Proprietary","111","374912"
"16910","2521800","4334","SEGUIN BEAUTY SCHOOL-SEGUIN","TX","Proprietary","83","238370"
"3611","361100","2305","SOUTH PLAINS COLLEGE","TX","Public 2 year","3409","9073924.0899999999"
"39223","3922300","5709","SOUTH TEXAS BARBER COLLEGE","TX","Proprietary","35","118102"
"31034","3103400","4734","SOUTH TEXAS COLLEGE","TX","Public 4 year","11529","32491270.98"
"17144","2548800","4387","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary","1888","5532069.0199999996"
"15669","2549400","4388","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary","1545","4442561.4100000001"
"40363","4036300","5835","SOUTHEAST TEXAS CAREER INSTITUTE","TX","Proprietary","66","187991"
"32723","3272300","5178","SOUTHEASTERN CAREER INSTITUTE","TX","Proprietary","1009","2599117.7999999998"
"30353","3035300","1023","SOUTHERN CAREERS INSTITUTE","TX","Proprietary","2173","6416794.5"
"3613","361300","2307","SOUTHERN METHODIST UNIVERSITY","TX","Private 4 Year","771","2523167"
"41317","4131700","5993","SOUTHWEST CAREER INSTITUTE","TX","Proprietary","529","1493390"
"14453","2093600","3721","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","Proprietary","34","77673.589999999997"
"15668","2218300","3970","SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary","728","2037763"
"3614","361400","2308","SOUTHWEST TEXAS JUNIOR COLLEGE","TX","Public 2 year","2609","7540960.6799999997"
"3619","361900","2311","SOUTHWESTERN ADVENTIST UNIVERSITY","TX","Private 4 Year","374","1226950"
"3616","361600","2309","SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY","TX","Private 4 Year","750","2290101"
"3618","361800","2310","SOUTHWESTERN CHRISTIAN COLLEGE","TX","Private 4 Year","148","488041"
"3620","362000","2312","SOUTHWESTERN UNIVERSITY","TX","Private 4 Year","228","782977.88"
"3623","362300","2314","ST MARY'S UNIVERSITY SAN ANTONIO","TX","Private 4 Year","1004","3404106.7599999998"
"30618","3061800","4626","STAR COLLEGE OF COSMETOLOGY","TX","Proprietary","129","331457"
"35514","3551400","5054","STATE BEAUTY ACADEMY","TX","Proprietary","66","199166"
"3624","362400","2315","STEPHEN F AUSTIN STATE UNIVERSITY","TX","Public 4 year","4066","13144698.82"
"14239","2078100","3704","STEPHENVILLE BEAUTY COLLEGE","TX","Proprietary","30","87622"
"3625","362500","2316","SUL ROSS STATE UNIVERSITY","TX","Public 4 year","1261","3912905.2799999998"
"30094","3009400","4550","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary","101","288927"
"30215","3021500","4570","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary","92","330913"
"3631","363100","2320","TARLETON STATE UNIVERSITY","TX","Public 4 year","2803","8316461.0800000001"
"3626","362600","388","TARRANT COUNTY COLLEGE DISTRICT","TX","Public 2 year","10879","26322972"
"3627","362700","2317","TEMPLE COLLEGE","TX","Public 2 year","2607","7033714.2800000003"
"3628","362800","2318","TEXARKANA COLLEGE","TX","Public 2 year","1425","3680528"
"31703","3170300","4851","TEXAS A & M UNIVERSITY - TEXARKANA","TX","Public 4 year","413","1186869.5"
"9651","965100","3216","TEXAS A&M INTERNATIONAL UNIVERSITY","TX","Public 4 year","2773","9248287.9199999999"
"3632","363200","5286","TEXAS A&M UNIVERSITY","TX","Public 4 year","6733","22032833.739999998"
"3565","356500","384","TEXAS A&M UNIVERSITY - COMMERCE","TX","Public 4 year","2401","7750160.0899999999"
"11161","1116100","3425","TEXAS A&M UNIVERSITY - CORPUS CHRISTI","TX","Public 4 year","2720","9015953.6199999992"
"3639","363900","2325","TEXAS A&M UNIVERSITY - KINGSVILLE","TX","Public 4 year","3040","9488775.8800000008"
"4948","494800","2583","TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER","TX","Public 4 year","26","86953.320000000007"
"17250","2568100","4431","TEXAS BARBER COLLEGE","TX","Proprietary","1121","3391106"
"31158","3115800","5157","TEXAS CAREERS","TX","Proprietary","3113","8363977"
"3635","363500","5359","TEXAS CHIROPRACTIC COLLEGE","TX","Private 4 Year","7","20409"
"3636","363600","2322","TEXAS CHRISTIAN UNIVERSITY","TX","Private 4 Year","868","2863745"
"3638","363800","2324","TEXAS COLLEGE","TX","Private 4 Year","676","2321524"
"30250","3025000","934","TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary","107","341426"
"31047","3104700","4744","TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary","50","151746"
"31795","3179500","4855","TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE","TX","Proprietary","7","14229"
"17332","2569300","4435","TEXAS CULINARY ACADEMY","TX","Proprietary","2765","6968362.4699999997"
"39873","3987300","5732","TEXAS HEALTH SCHOOL","TX","Proprietary","127","264367.79999999999"
"3641","364100","2326","TEXAS LUTHERAN UNIVERSITY","TX","Private 4 Year","457","1497105.02"
"16353","2312200","4168","TEXAS SCHOOL OF BUSINESS","TX","Proprietary","3097","8549361.4100000001"
"3642","364200","2327","TEXAS SOUTHERN UNIVERSITY","TX","Public 4 year","5183","17679422.379999999"
"3634","363400","2321","TEXAS STATE TECHNICAL COLLEGE","TX","Public 2 year","2644","6603879.6299999999"
"9225","922500","3162","TEXAS STATE TECHNICAL COLLEGE HARLINGEN","TX","Public 2 year","3411","7222089.7999999998"
"33965","3396500","5503","TEXAS STATE TECHNICAL COLLEGE MARSHALL","TX","Public 2 year","362","878514.88"
"9932","993200","3266","TEXAS STATE TECHNICAL COLLEGE WEST TEXAS","TX","Public 2 year","942","2211609"
"3615","361500","387","TEXAS STATE UNIVERSITY-SAN MARCOS","TX","Public 4 year","7142","21939113.5"
"3644","364400","2328","TEXAS TECH UNIVERSITY","TX","Public 4 year","4933","15722957"
"16024","1067400","3367","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","TX","Public 4 year","120","356049"
"15909","2254800","748","TEXAS VOCATIONAL SCHOOL","TX","Proprietary","116","321560.83000000002"
"3645","364500","2329","TEXAS WESLEYAN UNIVERSITY","TX","Private 4 Year","761","2315207.8799999999"
"3646","364600","2330","TEXAS WOMANS UNIVERSITY","TX","Public 4 year","2746","8582158.1199999992"
"3662","366200","2339","THE VICTORIA COLLEGE","TX","Public 2 year","1262","3155826"
"33713","3371300","1013","TONI&GUY HAIRDRESSING ACADEMY","TX","Proprietary","58","188663"
"32753","3275300","4900","TOUCH OF CLASS SCHOOL OF COSMETOLOGY","TX","Proprietary","101","263306.97999999998"
"37143","3714300","5437","TREND BARBER COLLEGE","TX","Proprietary","152","507060.78000000003"
"3647","364700","2331","TRINITY UNIVERSITY","TX","Private 4 Year","224","716742"
"3572","357200","2274","TRINITY VALLEY COMMUNITY COLLEGE","TX","Public 2 year","2236","5765702.7699999996"
"15728","2224600","3984","TRI-STATE COSMETOLOGY INSTITUTE","TX","Proprietary","388","1070416.8600000001"
"3648","364800","2332","TYLER JUNIOR COLLEGE","TX","Public 2 year","3643","10644109.98"
"16696","2362000","4269","UNIVERSAL TECHNICAL INSTITUTE","TX","Proprietary","2347","6801912.8899999997"
"14588","2285900","4109","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary","613","1735319"
"3651","365100","5317","UNIVERSITY OF DALLAS","TX","Private 4 Year","259","847873.38"
"3652","365200","2333","UNIVERSITY OF HOUSTON","TX","Public 4 year","8895","28470682.34"
"3612","361200","2306","UNIVERSITY OF HOUSTON - DOWNTOWN","TX","Public 4 year","5043","14805930"
"13231","1323100","3632","UNIVERSITY OF HOUSTON - VICTORIA","TX","Public 4 year","597","1597175"
"11711","1171100","3465","UNIVERSITY OF HOUSTON-CLEAR LAKE","TX","Public 4 year","1266","3597938"
"3588","358800","2288","UNIVERSITY OF MARY HARDIN-BAYLOR","TX","Private 4 Year","869","2662898"
"3594","359400","2293","UNIVERSITY OF NORTH TEXAS","TX","Public 4 year","7102","22102396.010000002"
"3654","365400","2334","UNIVERSITY OF SAINT THOMAS","TX","Private 4 Year","476","1619297.22"
"3658","365800","2336","UNIVERSITY OF TEXAS - AUSTIN","TX","Public 4 year","8542","28594665.609999999"
"3599","359900","2296","UNIVERSITY OF TEXAS - PAN AMERICAN","TX","Public 4 year","9959","33506087.809999999"
"3656","365600","2335","UNIVERSITY OF TEXAS AT ARLINGTON","TX","Public 4 year","6512","19528292.649999999"
"30646","3064600","4633","UNIVERSITY OF TEXAS AT BROWNSVILLE","TX","Public 4 year","7554","22991822.710000001"
"9741","974100","3234","UNIVERSITY OF TEXAS AT DALLAS","TX","Public 4 year","2316","7074172.8200000003"
"3661","366100","2338","UNIVERSITY OF TEXAS AT EL PASO","TX","Public 4 year","8960","29531130.489999998"
"10115","1011500","3294","UNIVERSITY OF TEXAS AT SAN ANTONIO","TX","Public 4 year","9066","28652509.02"
"11163","1116300","3426","UNIVERSITY OF TEXAS AT TYLER","TX","Public 4 year","1677","5116018.4199999999"
"13956","495100","2584","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","TX","Public 4 year","78","256154"
"3659","365900","2337","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO","TX","Public 4 year","218","621306"
"17249","2555400","4406","UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","TX","Public 4 year","61","224403.81"
"13976","495200","485","UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","TX","Public 4 year","143","487057"
"9930","993000","3265","UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","TX","Public 4 year","926","2894560"
"10019","1001900","3281","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS (THE)","TX","Public 4 year","20","76673"
"3578","357800","2279","UNIVERSITY OF THE INCARNATE WORD","TX","Private 4 Year","1962","6088614.8700000001"
"36124","3612400","5309","VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES","TX","Private 2 Year","528","1535336.74"
"12931","1293100","3601","VELMA B'S BEAUTY ACADEMY","TX","Proprietary","23","52804.660000000003"
"10060","1006000","3291","VERNON COLLEGE","TX","Public 2 year","1066","2755051.27"
"14986","2144800","3816","VET TECH INSTITUTE OF HOUSTON","TX","Proprietary","107","315443.71000000002"
"12020","1202000","640","VICTORIA BEAUTY COLLEGE","TX","Proprietary","96","233676"
"10130","1013000","595","WADE COLLEGE","TX","Proprietary","182","658936"
"3663","366300","2340","WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS","TX","Private 4 Year","1060","2734150"
"3664","366400","2341","WEATHERFORD COLLEGE","TX","Public 2 year","1231","3339006.4500000002"
"3665","366500","2342","WEST TEXAS A&M UNIVERSITY","TX","Public 4 year","2124","6212945.9400000004"
"14535","2098300","683","WESTERN TECHNICAL COLLEGE","TX","Proprietary","1459","4630691.46"
"9549","954900","3204","WESTERN TEXAS COLLEGE","TX","Public 2 year","316","841630.26000000001"
"3668","366800","2343","WHARTON COUNTY JUNIOR COLLEGE","TX","Public 2 year","1321","3591812.3900000001"
"3669","366900","2344","WILEY COLLEGE","TX","Private 4 Year","827","2796374"
"16027","2270800","4075","AMERITECH COLLEGE","UT","Proprietary","212","654235.75"
"14257","2115400","3761","BRIDGERLAND APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","224","465355"
"3670","367000","2345","BRIGHAM YOUNG UNIVERSITY","UT","Private 4 Year","9111","29443121"
"39213","3921300","5645","CAMEO COLLEGE OF ESSENTIAL BEAUTY","UT","Proprietary","110","331876.79999999999"
"34633","3463300","5747","CAREERS UNLIMITED","UT","Proprietary","31","100979"
"3676","367600","2350","COLLEGE OF EASTERN UTAH","UT","Public 2 year","619","1799851.1000000001"
"40723","4072300","5979","DALLAS ROBERTS ACADEMY OF HAIR DESIGN & AESTHETICS","UT","Proprietary","40","140022"
"15195","2156600","3839","DAVIS APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","285","493529.10999999999"
"41217","4121700","6204","DIXIE APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","4","8105.0200000000004"
"3671","367100","2346","DIXIE STATE COLLEGE OF UTAH","UT","Public 4 year","2369","6531539"
"15359","2178500","3890","EAGLE GATE COLLEGE","UT","Proprietary","957","2474721"
"31082","3108200","4756","ECHELON EDGE ACADEMY OF HAIR SKIN & NAILS","UT","Proprietary","52","153006"
"17310","2573100","4446","EVANS HAIRSTYLING COLLEGE","UT","Proprietary","27","77949"
"17295","2572700","4444","EVANS HAIRSTYLING COLLEGE","UT","Proprietary","21","62526"
"16249","2298500","4138","EVEREST COLLEGE","UT","Proprietary","1572","3982741"
"31104","3110400","4765","HAIRITAGE HAIR ACADEMY","UT","Proprietary","23","65445"
"36173","3617300","5266","HEALING MOUNTAIN MASSAGE SCHOOL","UT","Proprietary","24","80509"
"41181","4118100","5899","IMAGEWORKS ACADEMY OF HAIR DESIGN","UT","Proprietary","37","110459"
"3672","367200","2347","LATTER DAY SAINTS BUSINESS COLLEGE","UT","Private 2 Year","377","1053149"
"16851","2504000","4298","MARINELLO SCHOOL OF BEAUTY","UT","Proprietary","71","212654"
"26122","2612200","4506","MARINELLO SCHOOL OF BEAUTY","UT","Proprietary","59","169134.5"
"39093","3909300","5743","MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY","UT","Proprietary","48","129178.5"
"34133","3413300","5818","MOUNTAINLAND APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","48","89854.220000000001"
"30821","3082100","5122","MYOTHERAPY COLLEGE OF UTAH","UT","Proprietary","43","109184"
"9948","1009800","3293","NEUMONT UNIVERSITY","UT","Proprietary","154","414258"
"38383","3838300","5601","OGDEN INSTITUTE OF MASSAGE THERAPY","UT","Proprietary","18","36255"
"15526","2346500","4239","OGDEN WEBER APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","380","623618.15000000002"
"16984","2531800","4353","PAUL MITCHELL THE SCHOOL","UT","Proprietary","737","2229696.4100000001"
"17186","2556800","4410","PAUL MITCHELL THE SCHOOL","UT","Proprietary","114","338194"
"17187","2557700","4412","PREMIER HAIR ACADEMY","UT","Proprietary","42","140028"
"16775","2360800","4263","PROVO COLLEGE","UT","Proprietary","455","1163596"
"39023","3902300","5654","RENAISSANCE SCHOOL OF THERAPEUTIC MASSAGE","UT","Proprietary","5","7640"
"5220","522000","2605","SALT LAKE COMMUNITY COLLEGE","UT","Public 2 year","6384","14578783"
"9433","943300","3193","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES","UT","Proprietary","36","109842"
"17313","2078800","3705","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS AND SCIENCES","UT","Proprietary","27","82973"
"41455","4145500","6369","SKIN SCIENCE INSTITUTE (THE)","UT","Proprietary","11","29116"
"38295","3829500","5555","SKINWORKS SCHOOL OF ADVANCED SKINCARE","UT","Proprietary","38","104554"
"3679","367900","2353","SNOW COLLEGE","UT","Public 2 year","857","2429477.75"
"3678","367800","2352","SOUTHERN UTAH UNIVERSITY","UT","Public 4 year","2262","7016982.1699999999"
"40543","4054300","5928","SOUTHWEST APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","36","86748.910000000003"
"16866","2516100","4323","STACEY'S HANDS OF CHAMPIONS BEAUTY COLLEGE","UT","Proprietary","80","243301.42999999999"
"3674","367400","2348","STEVENS HENAGER COLLEGE","UT","Proprietary","3172","9043190.3200000003"
"13721","1116500","3427","UINTAH BASIN APPLIED TECHNOLOGY COLLEGE","UT","Public 2 year","30","81183"
"3675","367500","2349","UNIVERSITY OF UTAH","UT","Public 4 year","4867","13809939.51"
"11166","1116600","5111","UTAH CAREER COLLEGE","UT","Proprietary","847","1711167.1299999999"
"30306","3030600","4598","UTAH COLLEGE OF MASSAGE THERAPY","UT","Proprietary","1987","4625031"
"3677","367700","2351","UTAH STATE UNIVERSITY","UT","Public 4 year","5788","17171317.920000002"
"4027","402700","2493","UTAH VALLEY UNIVERSITY","UT","Public 4 year","8200","22062187.82"
"17296","2572800","864","VISTA COLLEGE","UT","Proprietary","78","231506"
"3680","368000","2354","WEBER STATE UNIVERSITY","UT","Public 4 year","4651","12171910.859999999"
"33394","3339400","1009","WESTERN GOVERNORS UNIVERSITY","UT","Private 4 Year","4633","13211661.17"
"3681","368100","2355","WESTMINSTER COLLEGE","UT","Private 4 Year","487","1591219"
"30911","3091100","981","ACT COLLEGE","VA","Proprietary","533","1306520.23"
"31275","3127500","4817","ADVANCED TECHNOLOGY INSTITUTE","VA","Proprietary","314","1085655.5"
"3702","370200","2365","AVERETT UNIVERSITY","VA","Private 4 Year","576","1728345"
"40384","4038400","5796","AVI CAREER TRAINING","VA","Proprietary","9","28382"
"31263","3126300","4811","AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary","227","643231.41000000003"
"38834","3883400","5630","AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary","137","380599"
"30107","3010700","923","BAR PALMA BEAUTY CAREERS ACADEMY","VA","Proprietary","68","193778"
"6819","681900","2861","BLUE RIDGE COMMUNITY COLLEGE","VA","Public 2 year","1150","2765639.2999999998"
"3703","370300","2366","BLUEFIELD COLLEGE","VA","Private 4 Year","265","765306"
"10043","1004300","3284","BON SECOURS MEMORIAL SCHOOL OF NURSING","VA","Private 2 Year","57","120813"
"3704","370400","2367","BRIDGEWATER COLLEGE","VA","Private 4 Year","329","1046826.11"
"36543","3654300","5299","CAREER TRAINING SOLUTIONS","VA","Proprietary","206","564169"
"21287","2128700","5903","CENTRAL SCHOOL OF PRACTICAL NURSING","VA","Public 2 year","17","45154.5"
"4988","498800","2586","CENTRAL VIRGINIA COMMUNITY COLLEGE","VA","Public 2 year","1169","2287928.6600000001"
"41334","4133400","5976","CENTURA COLLEGE","VA","Proprietary","31","71012"
"31264","3126400","4812","CENTURA COLLEGE","VA","Proprietary","500","1487356"
"16538","2334400","4206","CENTURA COLLEGE","VA","Proprietary","4374","12113367.359999999"
"3706","370600","2369","CHRISTOPHER NEWPORT UNIVERSITY","VA","Public 4 year","486","1512352.8999999999"
"3705","370500","2368","COLLEGE OF WILLIAM & MARY","VA","Public 4 year","567","1948445"
"16586","2340000","4223","COLONIAL HEIGHTS BEAUTY ACADEMY","VA","Proprietary","43","96207.919999999998"
"38763","3876300","5689","CULPEPER COSMETOLOGY TRAINING CENTER","VA","Public 2 year","21","49751.300000000003"
"4996","499600","2587","DABNEY S LANCASTER COMMUNITY COLLEGE","VA","Public 2 year","444","1072772.78"
"3758","375800","2389","DANVILLE COMMUNITY COLLEGE","VA","Public 2 year","1687","4648878.5199999996"
"13889","2111600","3755","DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS","VA","Proprietary","62","195421.87"
"41240","4124000","5960","DOMINION SCHOOL OF HAIR DESIGN","VA","Proprietary","19","64421"
"3708","370800","2371","EASTERN MENNONITE UNIVERSITY","VA","Private 4 Year","247","769204"
"3748","374800","2386","EASTERN SHORE COMMUNITY COLLEGE","VA","Public 2 year","518","1305461.45"
"10198","1019800","3308","ECPI COLLEGE OF TECHNOLOGY","VA","Proprietary","6410","20387215.25"
"17205","2535400","4359","ECPI TECHNICAL COLLEGE - RICHMOND","VA","Proprietary","203","679018"
"30927","3092700","4696","ECPI TECHNICAL COLLEGE - ROANOKE","VA","Proprietary","379","1249297"
"3709","370900","394","EMORY & HENRY COLLEGE","VA","Private 4 Year","315","1029562.0600000001"
"9267","926700","3171","EVEREST COLLEGE","VA","Proprietary","2332","5406457"
"3711","371100","2372","FERRUM COLLEGE","VA","Private 4 Year","628","2081929.5900000001"
"16605","2342700","4231","FORTIS COLLEGE","VA","Proprietary","686","1834749.8500000001"
"3749","374900","407","GEORGE MASON UNIVERSITY","VA","Public 4 year","3728","11797355.140000001"
"8660","866000","3109","GERMANNA COMMUNITY COLLEGE","VA","Public 2 year","1278","2614533.23"
"41400","4140000","6346","GLOBAL HEALTH NURSE TRAINING SERVICES","VA","Proprietary","21","57894"
"30024","3002400","913","GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR","VA","Proprietary","44","121707"
"3713","371300","2374","HAMPDEN SYDNEY COLLEGE","VA","Private 4 Year","133","435785"
"3714","371400","395","HAMPTON UNIVERSITY","VA","Private 4 Year","1448","4968816.5899999999"
"13629","2242400","4015","HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING","VA","Public 2 year","24","56827.5"
"16286","2304500","776","HERITAGE INSTITUTE","VA","Proprietary","295","817378"
"3715","371500","396","HOLLINS UNIVERSITY","VA","Private 4 Year","279","927510.46999999997"
"3759","375900","2390","J SARGEANT REYNOLDS COMMUNITY COLLEGE","VA","Public 2 year","3681","9181770.9399999995"
"3721","372100","2377","JAMES MADISON UNIVERSITY","VA","Public 4 year","1598","5072356"
"9893","662200","2836","JEFFERSON COLLEGE OF HEALTH SCIENCES","VA","Private 4 Year","282","836115"
"4004","400400","2487","JOHN TYLER COMMUNITY COLLEGE","VA","Public 2 year","2300","4778776.3700000001"
"11596","1159600","621","LEGENDS INSTITUTE","VA","Proprietary","34","110893"
"10392","2053000","3644","LIBERTY UNIVERSITY","VA","Private 4 Year","8841","23313688.48"
"3719","371900","2375","LONGWOOD UNIVERSITY","VA","Public 4 year","611","2032696"
"8659","865900","3108","LORD FAIRFAX COMMUNITY COLLEGE","VA","Public 2 year","1338","2726262.46"
"3720","372000","2376","LYNCHBURG COLLEGE","VA","Private 4 Year","458","1555625"
"15347","2175800","3881","LYNCHBURG GENERAL HOSPITAL SCHOOL OF NURSING","VA","Private 2 Year","79","202142"
"3723","372300","2378","MARY BALDWIN COLLEGE","VA","Private 4 Year","574","1749290.5"
"3724","372400","397","MARYMOUNT UNIVERSITY","VA","Private 4 Year","454","1447896.01"
"15847","2247200","4028","MEDSPA CAREERS INSTITUTE","VA","Proprietary","186","567559"
"4992","499200","486","MILLER-MOTTE TECHNICAL COLLEGE","VA","Proprietary","1386","3317302.1899999999"
"9629","962900","3211","MOUNTAIN EMPIRE COMMUNITY COLLEGE","VA","Public 2 year","1705","4123419.0600000001"
