"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"3786300","ADVANCED COLLEGE","SOUTH GATE","CA","Proprietary 2 Year","248","923559"
"3532400","ADVANCED TRAINING ASSOCIATES","EL CAJON","CA","Proprietary 2 Year","88","318493"
"2258600","ALAMEDA BEAUTY COLLEGE","ALAMEDA","CA","Proprietary 2 Year","155","586074"
"2282300","ALHAMBRA BEAUTY COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","225","764444"
"111100","ALLAN HANCOCK COLLEGE","SANTA MARIA","CA","Public 2 Year","3043","9971364"
"1111700","ALLIANT INTERNATIONAL UNIVERSITY","SAN DIEGO","CA","Private 4 Year","82","328143"
"4189300","ALLIED AMERICAN UNIVERSITY","LAGUNA HILLS","CA","Proprietary 4 Year","83","215594"
"3969600","AMERICAN AUTO INSTITUTE","CERRITOS","CA","Proprietary 2 Year","3235","12174939"
"1307400","AMERICAN BEAUTY COLLEGE","WEST COVINA","CA","Proprietary 2 Year","103","402884"
"2241800","AMERICAN CAREER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","3946","14190111"
"3971300","AMERICAN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","1557","5653351"
"3144400","AMERICAN CLG OF HEALTH PROFESSIONS","RIVERSIDE","CA","Proprietary 2 Year","505","1898108"
"2099200","AMERICAN CONSERVATORY THEATER","SAN FRANCISCO","CA","Private 4 Year","1","5200"
"3962300","AMERICAN INSTITUTE OF MASSAGE THERAPY","SANTA ANA","CA","Proprietary 2 Year","10","33387"
"274100","AMERICAN JEWISH UNIVERSITY","BEL AIR","CA","Private 4 Year","41","173338"
"4159700","AMERICAN MEDICAL SCIENCES CENTER","GLENDALE","CA","Proprietary 2 Year","120","567780"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","11467","36571252"
"3225300","AMERICAN UNIVERSITY OF HEALTH SCIENCES","SIGNAL HILL","CA","Proprietary 4 Year","112","426534"
"4160400","ANGELES COLLEGE OF NURSING","LOS ANGELES","CA","Proprietary 2 Year","113","422274"
"4164400","ANGELES INSTITUTE","LAKEWOOD","CA","Proprietary 2 Year","153","600828"
"4191300","ANNENBERG SCHOOL OF NURSING","RESEDA","CA","Private 2 Year","4","15446"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 2 Year","8717","27086037"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","828","3484758"
"2179938","ART INSTITUTE OF CALIFORNIA, HOLLYWOOD","NORTH HOLLYWOOD","CA","Proprietary 4 Year","2379","8788679"
"2179941","ART INSTITUTE OF CALIFORNIA, LOS ANGELES","SANTA MONICA","CA","Proprietary 4 Year","6109","20558562"
"2179947","ART INSTITUTE OF CALIFORNIA, SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","3959","14175951"
"2595600","ASIAN AMERICAN INTERNATIONAL BTY CG","WESTMINSTER CITY","CA","Proprietary 2 Year","111","417981"
"902200","ASSOCIATED TECHNICAL COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","734","3003419"
"2553500","ASSOCIATED TECHNICAL COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","241","829945"
"3740400","ATI COLLEGE","NORWALK","CA","Proprietary 2 Year","197","782973"
"3598300","AVALON BEAUTY COLLEGE","SANTA BARBARA","CA","Proprietary 2 Year","124","466859"
"2519800","AVANCE BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","94","348820"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","2263","8625683"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 2 Year","10042","29565529"
"3067400","BALDWIN PARK ADULT SCHOOL","BALDWIN PARK","CA","Public 2 Year","381","1283043"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","2638","7576905"
"705000","BAY VISTA COLLEGE OF BEAUTY","NATIONAL CITY","CA","Proprietary 2 Year","231","890887"
"3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","129","514233"
"2343400","BELLUS ACADEMY, THE ACADEMY OF BEAUTY AN","POWAY","CA","Proprietary 2 Year","449","1577770"
"4176300","BERGIN UNIVERSITY OF CANINE STUDIES","SANTA ROSA","CA","Private 4 Year","7","33600"
"2242700","BERKELEY CITY COLLEGE","BERKELEY","CA","Public 2 Year","1488","5043233"
"3266300","BETHESDA UNIVERSITY OF CALIFORNIA","ANAHEIM","CA","Private 4 Year","112","419015"
"4148200","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS","CA","Proprietary 2 Year","74","256668"
"4133000","BIOHEALTH COLLEGE","SAN JOSE","CA","Proprietary 2 Year","180","608490"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","1432","5545111"
"4003300","BLAKE AUSTIN COLLEGE","VACAVILLE","CA","Proprietary 2 Year","341","1219514"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","32","125616"
"4161800","BRANDMAN UNIVERSITY","IRVINE","CA","Private 4 Year","2105","7177294"
"2180600","BRIDGES  ACADEMY OF BEAUTY","BARSTOW","CA","Proprietary 2 Year","6","19825"
"3308300","BRISTOL UNIVERSITY","ANAHEIM","CA","Proprietary 4 Year","29","91260"
"112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary 4 Year","379","1605244"
"2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary 2 Year","195","753856"
"716400","BRYAN COLLEGE","LOS ANGELES","CA","Proprietary 4 Year","1109","4416377"
"807300","BUTTE COMMUNITY COLLEGE","OROVILLE","CA","Public 2 Year","7979","26608062"
"3698400","CA COLLEGE OF VOCATIONAL CAREER","BAKERSFIELD","CA","Proprietary 2 Year","101","475505"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","4155","13683995"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","3684","14713046"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","9368","38704127"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","6283","26769278"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","11396","48996368"
"799300","CALIF STATE UNIV BAKERSFIELD","BAKERSFIELD","CA","Public 4 Year","4798","20012436"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","9872","41274572"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4 Year","7590","31714948"
"3011300","CALIF STATE UNIV, SAN MARCOS","SAN MARCOS","CA","Public 4 Year","4073","15648945"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","13625","55336827"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","14399","59906107"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","12459","51820618"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","17001","71192020"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","13811","57289764"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","5027","20622450"
"4152800","CALIFORNIA ACADEMY (THE) - A PAUL MITCHE","SACRAMENTO","CA","Proprietary 2 Year","308","1111460"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","2300","9106111"
"2065700","CALIFORNIA BEAUTY COLLEGE","MODESTO","CA","Proprietary 2 Year","89","346739"
"3974500","CALIFORNIA CAREER COLLEGE","CANOGA PARK","CA","Proprietary 2 Year","75","242906"
"884400","CALIFORNIA CHRISTIAN COLLEGE","FRESNO","CA","Private 4 Year","25","100539"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","549","2267405"
"2110800","CALIFORNIA COLLEGE SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","1380","5221812"
"2220200","CALIFORNIA CULINARY ACADEMY","SAN FRANCISCO","CA","Proprietary 2 Year","473","1636232"
"1186500","CALIFORNIA HAIR DESIGN ACADEMY","SAN DIEGO","CA","Proprietary 2 Year","238","868586"
"3681300","CALIFORNIA HEALING ARTS COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","98","358247"
"1215400","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","SAN FRANCISCO","CA","Private 4 Year","62","251956"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","112","441812"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","320","1429549"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","762","2953302"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","318","1433014"
"3935300","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CATHEDRAL CITY","CA","Proprietary 2 Year","121","416046"
"3260300","CALIFORNIA STATE U-MONTEREY BAY","SEASIDE","CA","Public 4 Year","2701","11309957"
"3980300","CALIFORNIA STATE UNIVERSITY CHANNEL ISLA","CAMARILLO","CA","Public 4 Year","1737","6942201"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4 Year","5464","21951055"
"4133100","CALIFORNIA UNIVERSITY OF MANAGEMENT AND","ANAHEIM","CA","Private 4 Year","1","5550"
"3874300","CAMBRIDGE JUNIOR COLLEGE","YUBA CITY","CA","Proprietary 2 Year","257","972215"
"697300","CANADA COLLEGE","REDWOOD CITY","CA","Public 2 Year","1370","4509178"
"4138700","CAO INSTITUTE OF AESTHETICS (THE)","ALHAMBRA","CA","Proprietary 2 Year","153","596349"
"3019900","CAPSTONE COLLEGE","VAN NUYS","CA","Proprietary 2 Year","67","204300"
"2125000","CAREER ACADEMY OF BEAUTY","WEST GARDEN GROVE","CA","Proprietary 2 Year","168","542085"
"3797400","CAREER CARE INSTITUTE","LANCASTER","CA","Proprietary 2 Year","713","2445953"
"4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary 2 Year","206","780139"
"4056300","CAREER COLLEGE OF CALIFORNIA","SANTA ANA","CA","Proprietary 2 Year","210","856581"
"4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 2 Year","206","708504"
"3427400","CAREER COLLEGES OF AMERICA","SOUTH GATE","CA","Proprietary 2 Year","1730","6418904"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","27","113613"
"3242300","CAREER NETWORK INSTITUTE","ORANGE","CA","Proprietary 2 Year","515","1884876"
"974800","CARRINGTON COLLEGE CALIFORNIA","SACRAMENTO","CA","Proprietary 2 Year","4664","16119743"
"673100","CASA LOMA COLLEGE","VAN NUYS","CA","Private 2 Year","733","2811218"
"2332800","CENTER FOR EMPLOYMENT TRAINING","SAN JOSE","CA","Private 2 Year","3704","13359453"
"3097700","CENTRAL CALIF SCH CONTINUING EDUC","SAN LUIS OBISPO","CA","Proprietary 2 Year","171","781324"
"2602300","CENTRAL COAST COLLEGE","SALINAS","CA","Proprietary 2 Year","280","802695"
"4150000","CENTRAL NURSING COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","86","396192"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","11531","34871071"
"1011100","CERRO-COSO COMMUNITY COLLEGE","RIDGECREST","CA","Public 2 Year","1275","3862608"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","4354","13482677"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","9057","26902089"
"4126400","CHAMPION INSTITUTE OF COSMETOLOGY","PALM SPRINGS","CA","Proprietary 2 Year","44","144667"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","1201","4823313"
"1036500","CHARLES R DREW UNIV OF MED & SCI","LOS ANGELES","CA","Private 4 Year","55","180949"
"4180000","CINTA AVEDA INSTITUTE","SAN FRANCISCO","CA","Proprietary 2 Year","135","455717"
"3852500","CIT COLLEGE OF INFOMEDICAL TECHNOLOGY","FULLERTON","CA","Proprietary 2 Year","51","181554"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","4852","14417221"
"450200","CITY COLLEGE OF SAN FRANCISCO","SAN FRANCISCO","CA","Public 2 Year","10782","37060688"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","183","701291"
"3278300","CLARITA CAREER COLLEGE","CANYON COUNTRY","CA","Proprietary 2 Year","2272","7394557"
"2309500","CLOVIS ADULT EDUC","CLOVIS","CA","Public 2 Year","207","608621"
"4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary 2 Year","93","369189"
"4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","1087","3333327"
"4092300","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY","CA","Proprietary 2 Year","180","573411"
"2063500","COASTLINE COMMUNITY COLLEGE","FOUNTAIN VALLEY","CA","Public 2 Year","2618","8317692"
"3577300","COBA ACADEMY","ORANGE","CA","Proprietary 2 Year","41","146164"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4 Year","142","528968"
"729600","COLEMAN COLLEGE","SAN DIEGO","CA","Private 4 Year","497","1926657"
"117801","COLG OF MARIN-INDIAN VALLEY CMPS","NOVATO","CA","Public 2 Year","1","694"
"2220000","COLLEEN O'HARA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary 2 Year","205","721620"
"672000","COLLEGE OF ALAMEDA","ALAMEDA","CA","Public 2 Year","1684","5863984"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","2197","7077224"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","1725","5736318"
"890300","COLLEGE OF THE CANYONS","SANTA CLARITA","CA","Public 2 Year","3965","12544102"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","4867","15214301"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","3039","9758764"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","6147","19429584"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","1291","4694255"
"770700","COLUMBIA COLLEGE","SONORA","CA","Public 2 Year","947","2940512"
"2110200","COLUMBIA COLLEGE","TARZANA","CA","Private 4 Year","187","705981"
"3874400","COMMMUNITY CHRISTIAN COLLEGE","REDLANDS","CA","Private 2 Year","127","485638"
"3250300","COMMUNITY BASED EDUCATION AND DEVEL","LOS ANGELES","CA","Private 2 Year","222","890357"
"3695300","COMMUNITY ENHANCEMENT SERVICES","BURBANK","CA","Private 2 Year","192","693968"
"119701","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","2929","9151460"
"3759300","COMPUTER TUTOR BUSINESS & TECH INST","MODESTO","CA","Proprietary 2 Year","139","446542"
"760700","CONCORDE CAREER INSTITUTE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","723","2585779"
"793000","CONCORDE CAREER INSTITUTE","SAN DIEGO","CA","Proprietary 2 Year","767","2734619"
"807100","CONCORDE CAREER INSTITUTE","GARDEN GROVE","CA","Proprietary 2 Year","861","3191827"
"853700","CONCORDE CAREER INSTITUTE","SAN BERNARDINO","CA","Proprietary 2 Year","929","3399357"
"2070500","CONCORDIA UNIVERSITY","IRVINE","CA","Private 4 Year","524","1953335"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","3013","9892267"
"3542400","COPPER MOUNTAIN COLLEGE","JOSHUA TREE","CA","Public 2 Year","1392","4330758"
"4163400","COSMO BEAUTY ACADEMY","WEST SACRAMENTO","CA","Proprietary 2 Year","105","377478"
"753600","COSUMNES RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","4342","14626201"
"927200","CRAFTON HILLS COLLEGE","YUCAIPA","CA","Public 2 Year","1477","4774787"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","2059","7095320"
"2111300","CUYAMACA COLLEGE","EL CAJON","CA","Public 2 Year","2931","9521116"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 2 Year","4804","16192795"
"3614300","DAVID'S ACADEMY OF BEAUTY","TEMPLE CITY","CA","Proprietary 2 Year","243","801326"
"448000","DE ANZA COLLEGE","CUPERTINO","CA","Public 2 Year","4125","14011426"
"3025600","DELL'ARTE SCH OF PHYSICAL THEATRE","BLUE LAKE","CA","Private 4 Year","1","5550"
"2298000","DESIGN INSTITUTE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","125","486154"
"3646300","DESIGN'S SCHOOL OF COSMETOLOGY","PASO ROBLES","CA","Proprietary 2 Year","132","460291"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","3129","10430960"
"4195200","DIAMOND BEAUTY COLLEGE","SOUTH EL MONTE","CA","Proprietary 2 Year","14","35800"
"4156100","DIOR SCHOOL OF COSMETOLOGY","MODESTO","CA","Proprietary 2 Year","103","402490"
"2553600","DIVERSIFIED LANGUAGE INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","1371","5476783"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","577","2216942"
"3109500","DONGGUK  UNIVERSITY LOS ANGELES","LOS ANGELES","CA","Private 4 Year","14","42713"
"563800","DOWNEY ADULT SCHOOL","DOWNEY","CA","Public 2 Year","420","1460753"
"2226000","EAST LOS ANGELES COLLEGE","MONTEREY PARK","CA","Public 2 Year","12068","40679441"
"3116600","EAST SAN GABRIEL VLY REG OCCUP PROG","WEST COVINA","CA","Public 2 Year","935","2545059"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","7345","22792197"
"2091200","ELEGANCE INTERNATIONAL","HOLLYWOOD","CA","Proprietary 2 Year","83","209518"
"4175400","ELITE COSMETOLOGY SCHOOL","YUCCA VALLEY","CA","Proprietary 2 Year","75","268131"
"3094400","ELITE PROGRESSIVE SCHOOL OF COSM","SACRAMENTO","CA","Proprietary 2 Year","761","2724464"
"903200","EMPIRE COLLEGE","SANTA ROSA","CA","Proprietary 2 Year","486","1696896"
"3413400","ENGLISH CENTER  (THE)","OAKLAND","CA","Private 2 Year","172","636341"
"3403300","EPIC BIBLE COLLEGE","SACRAMENTO","CA","Private 4 Year","297","1039075"
"2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary 2 Year","116","483681"
"4167000","ESTHETIQUES COSMETOLOGY INSTITUTE","TEMECULA","CA","Proprietary 2 Year","267","963683"
"1110700","EVEREST  COLLEGE","ANAHEIM","CA","Proprietary 2 Year","783","2614272"
"449400","EVEREST COLLEGE","SAN BERNARDINO","CA","Proprietary 2 Year","1002","3392801"
"760600","EVEREST COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","379","1317919"
"809000","EVEREST COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","2292","7741048"
"1102400","EVEREST COLLEGE","SAN FRANCISCO","CA","Proprietary 2 Year","713","2376966"
"1110900","EVEREST COLLEGE","RESEDA","CA","Proprietary 2 Year","1916","6334408"
"1112100","EVEREST COLLEGE","HAYWARD","CA","Proprietary 2 Year","306","1126617"
"1112300","EVEREST COLLEGE","GARDENA","CA","Proprietary 2 Year","1286","4313074"
"1206100","EVEREST COLLEGE","SAN JOSE","CA","Proprietary 2 Year","407","1329401"
"3072300","EVEREST COLLEGE","ONTARIO","CA","Proprietary 2 Year","2163","7445425"
"3195400","EVEREST COLLEGE","TORRANCE","CA","Proprietary 2 Year","232","737794"
"1245200","EVERGREEN VALLEY COLLEGE","SAN JOSE","CA","Public 2 Year","3866","13709367"
"3973300","EX'PRESSION COLLEGE FOR DIGTAL ARTS","EMERYVILLE","CA","Proprietary 4 Year","491","1950916"
"2234300","FASHION CAREERS OF CALIFORNIA","SAN DIEGO","CA","Proprietary 2 Year","64","235481"
"859700","FEATHER RIVER COLLEGE","QUINCY","CA","Public 2 Year","606","2173279"
"725300","FEDERICO BEAUTY INSTITUTE","SACRAMENTO","CA","Proprietary 2 Year","248","856952"
"1111200","FIDM-FASHION INSTITUTE OF DESIGN","LOS ANGELES","CA","Proprietary 4 Year","2166","8374147"
"3131300","FIVE BRANCHES UNIVERSITY","SANTA CRUZ","CA","Private 4 Year","9","36838"
"4158900","FLAIR BEAUTY COLLEGE","CANYON COUNTRY","CA","Proprietary 2 Year","20","69887"
"3871300","FOLSOM LAKE COLLEGE","FOLSOM","CA","Public 2 Year","1979","5970769"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 2 Year","1680","5342693"
"3162300","FOUR-D SUCCESS ACADEMY","COLTON","CA","Proprietary 2 Year","909","3629215"
"4154400","FRANKLIN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","168","544390"
"2230900","FREDRICK & CHARLES BEAUTY COLLEGE","EUREKA","CA","Proprietary 2 Year","63","221169"
"3039900","FREMONT COLLEGE","CERRITOS","CA","Proprietary 4 Year","420","1600494"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","10007","32960872"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","1765","6289755"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","5283","18074774"
"4159600","GALAXY MEDICAL COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","60","274860"
"1202700","GALEN COLLEGE OF CALIFORNIA","FRESNO","CA","Proprietary 2 Year","98","299527"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","2137","6629007"
"2231900","GEMOLOGICAL INSTITUTE OF AMERICA","CARLSBAD","CA","Private 2 Year","32","124172"
"2338500","GLENDALE CAREER COLLEGE","GLENDALE","CA","Proprietary 2 Year","623","2309396"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","7292","25334348"
"4076400","GNOMON SCHOOL OF VISUAL EFFECTS","HOLLYWOOD","CA","Proprietary 2 Year","29","127050"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","149","457635"
"4150100","GOLDEN STATE COLLEGE OF COURT REPORTING","DUBLIN","CA","Proprietary 2 Year","31","138273"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","4022","14732170"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","5270","17412636"
"4169800","GURNICK ACADEMY OF MEDICAL ARTS","SAN MATEO","CA","Proprietary 2 Year","525","2030331"
"565500","HACIENDA LA PUENTE ADULT EDUC CTR","LA PUENTE","CA","Public 2 Year","357","1031509"
"1298500","HAIR CALIFORNIA BEAUTY ACADEMY","ORANGE","CA","Proprietary 2 Year","8","32835"
"4178900","HANDS-ON MEDICAL MASSAGE SCHOOL","REDLANDS","CA","Proprietary 2 Year","29","140700"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","3389","11721658"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","96","407905"
"723400","HEALD COLLEGE","SAN FRANCISCO","CA","Proprietary 2 Year","2956","9369783"
"809300","HEALD COLLEGE","FRESNO","CA","Proprietary 2 Year","2853","9916643"
"853200","HEALD COLLEGE","HAYWARD","CA","Proprietary 2 Year","3066","10442132"
"2593100","HEALD COLLEGE","ROSEVILLE","CA","Proprietary 2 Year","1847","6363682"
"2593200","HEALD COLLEGE","MILPITAS","CA","Proprietary 2 Year","2035","6465568"
"2593300","HEALD COLLEGE","STOCKTON","CA","Proprietary 2 Year","2205","7210461"
"3034000","HEALD COLLEGE","SALINAS","CA","Proprietary 2 Year","1843","6374189"
"2187500","HEALD COLLEGE, SCH OF BUS & TECH","CONCORD","CA","Proprietary 2 Year","1970","6588069"
"747700","HEALD COLLEGE,SCHOOLS OF BUS & TECH","RANCHO CORDOVA","CA","Proprietary 2 Year","1743","5747624"
"4141700","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","ESCONDIDO","CA","Proprietary 2 Year","67","221967"
"4127800","HEALTHY HAIR ACADEMY","INGLEWOOD","CA","Proprietary 2 Year","67","226606"
"2285100","HILLTOP BEAUTY SCHOOL","DALY CITY","CA","Proprietary 2 Year","182","682841"
