"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"336700","SAINT JOSEPH'S UNIVERSITY","PHILADELPHIA","PA","Private - 4 Year","2461122","712"
"336800","ST VINCENT COLLEGE","LATROBE","PA","Private - 4 Year","1720539","447"
"336900","SUSQUEHANNA UNIVERSITY","SELINSGROVE","PA","Private - 4 Year","2036023","507"
"337000","SWARTHMORE COLLEGE","SWARTHMORE","PA","Private - 4 Year","924423","219"
"337100","TEMPLE UNIVERSITY","PHILADELPHIA","PA","Private - 4 Year","40428814","10194"
"337600","THIEL COLLEGE","GREENVILLE","PA","Private - 4 Year","1985842","494"
"337800","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","Private - 4 Year","7096768","1683"
"338400","UNIVERSITY OF SCRANTON","SCRANTON","PA","Private - 4 Year","3262325","842"
"338500","URSINUS COLLEGE","COLLEGEVILLE","PA","Private - 4 Year","1582348","389"
"338600","VALLEY FORGE MILITARY COLLEGE","WAYNE","PA","Private - 2 Year","313809","79"
"338800","VILLANOVA UNIVERSITY","VILLANOVA","PA","Private - 4 Year","3562010","864"
"338900","WASHINGTON & JEFFERSON COLLEGE","WASHINGTON","PA","Private - 4 Year","1348546","340"
"339100","WAYNESBURG UNIVERSITY","WAYNESBURG","PA","Private - 4 Year","2121752","544"
"339200","WESTMINSTER COLLEGE","NEW WILMINGTON","PA","Private - 4 Year","1769803","433"
"339400","WILKES UNIVERSITY","WILKES-BARRE","PA","Private - 4 Year","2900116","740"
"339500","PENNSYLVANIA COLLEGE OF TECHNOLOGY","WILLIAMSPORT","PA","Public - 4 Year","9522323","2626"
"339600","WILSON COLLEGE","CHAMBERSBURG","PA","Private - 4 Year","835250","229"
"339900","YORK COLLEGE OF PENNSYLVANIA","YORK","PA","Private - 4 Year","4735240","1294"
"340100","BROWN UNIVERSITY","PROVIDENCE","RI","Private - 4 Year","4047782","982"
"340200","BRYANT UNIVERSITY","SMITHFIELD","RI","Private - 4 Year","2126346","548"
"340400","JOHNSON & WALES UNIVERSITY","PROVIDENCE","RI","Private - 4 Year","25116703","6456"
"340600","PROVIDENCE COLLEGE","PROVIDENCE","RI","Private - 4 Year","2477621","632"
"340700","RHODE ISLAND COLLEGE","PROVIDENCE","RI","Public - 4 Year","11940291","3160"
"340900","RHODE ISLAND SCHOOL OF DESIGN","PROVIDENCE","RI","Private - 4 Year","1366798","312"
"341000","ROGER WILLIAMS UNIVERSITY","BRISTOL","RI","Private - 4 Year","2186030","586"
"341100","SALVE REGINA UNIVERSITY","NEWPORT","RI","Private - 4 Year","1994090","493"
"341400","UNIVERSITY OF RHODE ISLAND","KINGSTON","RI","Public - 4 Year","15187218","3776"
"341700","ALLEN UNIVERSITY","COLUMBIA","SC","Private - 4 Year","2815850","621"
"341800","ANDERSON UNIVERSITY","ANDERSON","SC","Private - 4 Year","3684628","945"
"341900","CHARLESTON SOUTHERN UNIVERSITY","CHARLESTON","SC","Private - 4 Year","5795930","1445"
"342000","BENEDICT COLLEGE","COLUMBIA","SC","Private - 4 Year","11676591","2615"
"342100","BOB JONES UNIVERSITY","GREENVILLE","SC","Proprietary - 4 Year","4908739","1254"
"342200","SOUTHERN WESLEYAN UNIVERSITY","CENTRAL","SC","Private - 4 Year","3009942","827"
"342300","THE CITADEL","CHARLESTON","SC","Public - 4 Year","2694126","653"
"342400","CLAFLIN UNIVERSITY","ORANGEBURG","SC","Private - 4 Year","6319967","1401"
"342500","CLEMSON UNIVERSITY","CLEMSON","SC","Public - 4 Year","12788770","3214"
"342600","UNIV OF SC AT SUMTER","SUMTER","SC","Public - 4 Year","1637636","425"
"342700","COKER COLLEGE","HARTSVILLE","SC","Private - 4 Year","3111350","738"
"342800","COLLEGE OF CHARLESTON","CHARLESTON","SC","Public - 4 Year","10333923","2474"
"342900","COLUMBIA INTERNATIONAL UNIVERSITY","COLUMBIA","SC","Private - 4 Year","1113417","279"
"343000","COLUMBIA COLLEGE","COLUMBIA","SC","Private - 4 Year","2773996","678"
"343100","CONVERSE COLLEGE","SPARTANBURG","SC","Private - 4 Year","1285377","324"
"343200","ERSKINE COLLEGE","DUE WEST","SC","Private - 4 Year","739280","186"
"343400","FURMAN UNIVERSITY","GREENVILLE","SC","Private - 4 Year","1617606","407"
"343500","LANDER UNIVERSITY","GREENWOOD","SC","Public - 4 Year","6425984","1496"
"343600","LIMESTONE COLLEGE","GAFFNEY","SC","Private - 4 Year","6110246","1949"
"343800","MEDICAL UNIV OF SOUTH CAROLINA - FA","CHARLESTON","SC","Public - 4 Year","93081","30"
"343900","MORRIS COLLEGE","SUMTER","SC","Private - 4 Year","3937592","838"
"344000","NEWBERRY COLLEGE","NEWBERRY","SC","Private - 4 Year","2172347","500"
"344100","NORTH GREENVILLE COLLEGE","TIGERVILLE","SC","Private - 4 Year","3549301","882"
"344500","PRESBYTERIAN COLLEGE","CLINTON","SC","Private - 4 Year","1087212","266"
"344600","SOUTH CAROLINA STATE UNIVERSITY","ORANGEBURG","SC","Public - 4 Year","10668324","2408"
"344700","SPARTANBURG METHODIST COLLEGE","SPARTANBURG","SC","Private - 2 Year","1784766","417"
"344800","UNIVERSITY OF SOUTH CAROLINA","COLUMBIA","SC","Public - 4 Year","24048977","5783"
"344900","UNIVERSITY OF SOUTH CAROLINA AIKEN","AIKEN","SC","Public - 4 Year","5700928","1370"
"345000","UNIV OF SC AT BEAUFORT","BEAUFORT","SC","Public - 4 Year","3124947","769"
"345100","COASTAL CAROLINA UNIVERSITY","CONWAY","SC","Public - 4 Year","14261394","3475"
"345300","UNIV OF SC AT LANCASTER","LANCASTER","SC","Public - 4 Year","2967464","745"
"345400","UNIV OF SC SYSTEM SALKEHATCHIE","ALLENDALE","SC","Public - 4 Year","3038495","778"
"345500","VOORHEES COLLEGE","DENMARK","SC","Private - 4 Year","2784352","601"
"345600","WINTHROP UNIVERSITY","ROCK HILL","SC","Public - 4 Year","8595426","2095"
"345700","WOFFORD COLLEGE","SPARTANBURG","SC","Private - 4 Year","1276400","309"
"345800","AUGUSTANA COLLEGE","SIOUX FALLS","SD","Private - 4 Year","1508884","417"
"345900","BLACK HILLS STATE UNIVERSITY","SPEARFISH","SD","Public - 4 Year","5869866","1546"
"346100","DAKOTA WESLEYAN UNIVERSITY","MITCHELL","SD","Private - 4 Year","1339966","339"
"346300","DAKOTA STATE UNIVERSITY","MADISON","SD","Public - 4 Year","2822623","792"
"346500","MOUNT MARTY COLLEGE","YANKTON","SD","Private - 4 Year","1319032","350"
"346600","NORTHERN STATE UNIVERSITY","ABERDEEN","SD","Public - 4 Year","2803321","743"
"346700","PRESENTATION COLLEGE","ABERDEEN","SD","Private - 4 Year","1365895","358"
"346900","UNIVERSITY OF SIOUX FALLS","SIOUX FALLS","SD","Private - 4 Year","1345064","366"
"347000","SOUTH DAKOTA SCH OF MINES & TECH","RAPID CITY","SD","Public - 4 Year","2123361","542"
"347100","SOUTH DAKOTA STATE UNIVERSITY","BROOKINGS","SD","Public - 4 Year","11917081","3260"
"347400","UNIVERSITY OF SOUTH DAKOTA","VERMILLION","SD","Public - 4 Year","8557363","2396"
"347700","AQUINAS COLLEGE","NASHVILLE","TN","Private - 4 Year","746773","245"
"347800","AUSTIN PEAY STATE UNIVERSITY","CLARKSVILLE","TN","Public - 4 Year","22277588","5778"
"347900","BELMONT UNIVERSITY","NASHVILLE","TN","Private - 4 Year","3669615","942"
"348000","BETHEL UNIVERSITY","MCKENZIE","TN","Private - 4 Year","15550843","4063"
"348100","CARSON-NEWMAN COLLEGE","JEFFERSON CITY","TN","Private - 4 Year","2848936","708"
"348200","CHRISTIAN BROTHERS UNIVERSITY","MEMPHIS","TN","Private - 4 Year","2228444","543"
"348300","COLUMBIA STATE COMMUNITY COLLEGE","COLUMBIA","TN","Public - 2 Year","8762152","2647"
"348400","COVENANT COLLEGE","LOOKOUT MOUNTAIN","GA","Private - 4 Year","1233073","326"
"348500","CUMBERLAND UNIVERSITY","LEBANON","TN","Private - 4 Year","2191655","545"
"348600","LIPSCOMB UNIVERSITY","NASHVILLE","TN","Private - 4 Year","2971591","757"
"348700","EAST TENNESSEE STATE UNIV - MAIN CAMPUS","JOHNSON CITY","TN","Public - 4 Year","22700071","5710"
"349000","FISK UNIVERSITY","NASHVILLE","TN","Private - 4 Year","1668783","365"
"349200","FREED-HARDEMAN UNIVERSITY","HENDERSON","TN","Private - 4 Year","2037274","503"
"349400","HIWASSEE COLLEGE","MADISONVILLE","TN","Private - 4 Year","681315","181"
"349500","JOHNSON UNIVERSITY","KNOXVILLE","TN","Private - 4 Year","1649666","409"
"349600","KING COLLEGE","BRISTOL","TN","Private - 4 Year","4439592","1101"
"349900","LANE COLLEGE","JACKSON","TN","Private - 4 Year","7051498","1490"
"350000","LEE UNIVERSITY","CLEVELAND","TN","Private - 4 Year","7662792","1937"
"350100","LEMOYNE-OWEN COLLEGE","MEMPHIS","TN","Private - 4 Year","4082180","979"
"350200","LINCOLN MEMORIAL UNIVERSITY","HARROGATE","TN","Private - 4 Year","3730227","954"
"350400","MARTIN METHODIST COLLEGE","PULASKI","TN","Private - 4 Year","2749372","657"
"350500","MARYVILLE COLLEGE","MARYVILLE","TN","Private - 4 Year","2024766","483"
"350700","MEMPHIS COLLEGE OF ART","MEMPHIS","TN","Private - 4 Year","870860","212"
"350900","UNIVERSITY OF MEMPHIS (THE)","MEMPHIS","TN","Public - 4 Year","36209777","9148"
"351000","MIDDLE TENNESSEE STATE UNIV","MURFREESBORO","TN","Public - 4 Year","41685266","10658"
"351100","MILLIGAN COLLEGE","MILLIGAN COLLEGE","TN","Private - 4 Year","1438280","362"
"351800","SOUTHERN ADVENTIST UNIVERSITY","COLLEGEDALE","TN","Private - 4 Year","4705783","1135"
"351900","RHODES COLLEGE","MEMPHIS","TN","Private - 4 Year","1281468","299"
"352200","TENNESSEE STATE UNIVERSITY","NASHVILLE","TN","Public - 4 Year","20075199","4980"
"352300","TENNESSEE TECHNOLOGICAL UNIV","COOKEVILLE","TN","Public - 4 Year","15318573","3832"
"352400","TENNESSEE TEMPLE UNIVERSITY","CHATTANOOGA","TN","Private - 4 Year","1765375","543"
"352500","TENNESSEE WESLEYAN COLLEGE","ATHENS","TN","Private - 4 Year","2160001","531"
"352600","TREVECCA NAZARENE UNIVERSITY","NASHVILLE","TN","Private - 4 Year","2421353","611"
"352700","TUSCULUM COLLEGE","GREENEVILLE","TN","Private - 4 Year","5007747","1256"
"352800","UNION UNIVERSITY","JACKSON","TN","Private - 4 Year","3430195","946"
"352900","UNIVERSITY OF TENNESSEE-CHATTANOOGA","CHATTANOOGA","TN","Public - 4 Year","14532335","3667"
"353000","UNIVERSITY OF TENNESSEE-KNOXVILLE","KNOXVILLE","TN","Public - 4 Year","26388355","6576"
"353100","UNIVERSITY OF TENNESSEE-MARTIN","MARTIN","TN","Public - 4 Year","15132978","3618"
"353400","UNIVERSITY OF THE SOUTH","SEWANEE","TN","Private - 4 Year","1144627","274"
"353500","VANDERBILT UNIVERSITY","NASHVILLE","TN","Private - 4 Year","3865609","974"
"353600","BRYAN COLLEGE","DAYTON","TN","Private - 4 Year","2361961","645"
"353700","ABILENE CHRISTIAN UNIVERSITY","ABILENE","TX","Private - 4 Year","3493374","872"
"353900","ALVIN COMMUNITY COLLEGE","ALVIN","TX","Public - 2 Year","3287475","1042"
"354000","AMARILLO COLLEGE","AMARILLO","TX","Public - 2 Year","15892939","5163"
"354100","ANGELO STATE UNIVERSITY","SAN ANGELO","TX","Public - 4 Year","10015883","2568"
"354300","AUSTIN COLLEGE","SHERMAN","TX","Private - 4 Year","1437777","346"
"354500","BAYLOR UNIVERSITY","WACO","TX","Private - 4 Year","11430587","2800"
"354600","COASTAL BEND COLLEGE","BEEVILLE","TX","Public - 2 Year","5670519","1598"
"354900","BLINN COLLEGE","BRENHAM","TX","Public - 2 Year","18317816","5111"
"355300","CISCO JUNIOR COLLEGE","CISCO","TX","Public - 2 Year","6646587","1893"
"355400","CLARENDON COLLEGE","CLARENDON","TX","Public - 2 Year","2408082","662"
"355600","COMMONWEALTH INST OF FUNERAL SVC","HOUSTON","TX","Private - 2 Year","425485","157"
"355700","CONCORDIA UNIVERSITY TEXAS","AUSTIN","TX","Private - 4 Year","2642092","701"
"355800","NORTH CENTRAL TEXAS COLLEGE","GAINESVILLE","TX","Public - 2 Year","12594206","3862"
"356000","DALLAS BAPTIST UNIVERSITY","DALLAS","TX","Private - 4 Year","3935984","1166"
"356300","DEL MAR COLLEGE","CORPUS CHRISTI","TX","Public - 2 Year","16107503","4966"
"356400","EAST TEXAS BAPTIST UNIVERSITY","MARSHALL","TX","Private - 4 Year","2435707","583"
"356500","TEXAS A&M UNIVERSITY - COMMERCE","COMMERCE","TX","Public - 4 Year","15011047","3702"
"356800","FRANK PHILLIPS COLLEGE","BORGER","TX","Public - 2 Year","1873865","489"
"357000","GRAYSON COUNTY COLLEGE","DENISON","TX","Public - 2 Year","9559984","2789"
"357100","HARDIN-SIMMONS UNIVERSITY","ABILENE","TX","Private - 4 Year","2506491","643"
"357200","TRINITY VALLEY COMMUNITY COLLEGE","ATHENS","TX","Public - 2 Year","12246067","3574"
"357300","HILL COLLEGE","HILLSBORO","TX","Public - 2 Year","7965757","2321"
"357400","HOWARD COLLEGE","BIG SPRING","TX","Public - 2 Year","6088922","1872"
"357500","HOWARD PAYNE UNIVERSITY","BROWNWOOD","TX","Private - 4 Year","1849741","477"
"357600","HOUSTON BAPTIST UNIVERSITY","HOUSTON","TX","Private - 4 Year","3911066","970"
"357700","HUSTON - TILLOTSON UNIVERSITY","AUSTIN","TX","Private - 4 Year","2824121","701"
"357800","UNIVERSITY OF THE INCARNATE WORD","SAN ANTONIO","TX","Private - 4 Year","11860432","3052"
"357900","JACKSONVILLE COLLEGE","JACKSONVILLE","TX","Private - 2 Year","872073","234"
"358000","KILGORE COLLEGE","KILGORE","TX","Public - 2 Year","11787877","3258"
"358100","LAMAR UNIVERSITY-BEAUMONT","BEAUMONT","TX","Public - 4 Year","18446096","4750"
"358200","LAREDO COMMUNITY COLLEGE","LAREDO","TX","Public - 2 Year","20950221","6161"
"358300","LEE COLLEGE","BAYTOWN","TX","Public - 2 Year","6623749","2116"
"358400","LETOURNEAU UNIVERSITY","LONGVIEW","TX","Private - 4 Year","4340563","1215"
"358600","LUBBOCK CHRISTIAN UNIVERSITY","LUBBOCK","TX","Private - 4 Year","2663579","717"
"358800","UNIVERSITY OF MARY HARDIN-BAYLOR","BELTON","TX","Private - 4 Year","5051302","1270"
"359000","MCLENNAN COMMUNITY COLLEGE","WACO","TX","Public - 2 Year","19323608","5353"
"359100","MCMURRY UNIVERSITY","ABILENE","TX","Private - 4 Year","2595107","649"
"359200","MIDWESTERN STATE UNIVERSITY","WICHITA FALLS","TX","Public - 4 Year","8036180","2114"
"359300","NAVARRO COLLEGE","CORSICANA","TX","Public - 2 Year","20982191","5742"
"359400","UNIVERSITY OF NORTH TEXAS","DENTON","TX","Public - 4 Year","46663371","11760"
"359600","ODESSA COLLEGE","ODESSA","TX","Public - 2 Year","5315598","1635"
"359800","OUR LADY OF THE LAKE UNIVERSITY","SAN ANTONIO","TX","Private - 4 Year","3909638","922"
"359900","UNIVERSITY OF TEXAS - PAN AMERICAN","EDINBURG","TX","Public - 4 Year","47413434","11210"
"360000","PANOLA COLLEGE","CARTHAGE","TX","Public - 2 Year","4805408","1358"
"360100","PARIS JR COLLEGE","PARIS","TX","Public - 2 Year","11247346","3095"
"360200","PAUL QUINN COLLEGE","DALLAS","TX","Private - 4 Year","853134","205"
"360300","RANGER COLLEGE","RANGER","TX","Public - 2 Year","3505001","934"
"360400","RICE UNIVERSITY","HOUSTON","TX","Private - 4 Year","2770389","674"
"360600","SAM HOUSTON STATE UNIVERSITY","HUNTSVILLE","TX","Public - 4 Year","27169005","6645"
"360800","ST PHILLIPS COLLEGE","SAN ANTONIO","TX","Public - 2 Year","15575961","4555"
"360900","SAN JACINTO CLG-CENTRAL-NORTH-SOUTH","PASADENA","TX","Public - 2 Year","33638496","10599"
"361000","SCHREINER UNIVERSITY","KERRVILLE","TX","Private - 4 Year","2027894","496"
"361100","SOUTH PLAINS COLLEGE","LEVELLAND","TX","Public - 2 Year","16191720","4585"
"361200","UNIV OF HOUSTON-DOWNTOWN","HOUSTON","TX","Public - 4 Year","26521147","7264"
"361300","SOUTHERN METHODIST UNIVERSITY","DALLAS","TX","Private - 4 Year","4446348","1079"
"361400","SOUTHWEST TEXAS JR COLLEGE","UVALDE","TX","Public - 2 Year","11932485","3251"
"361500","TEXAS STATE UNIVERSITY--SAN MARCOS","SAN MARCOS","TX","Public - 4 Year","42768106","10785"
"361600","SOUTHWESTERN ASSEMBLIES OF GOD UNIV","WAXAHACHIE","TX","Private - 4 Year","3748524","997"
"361800","SOUTHWESTERN CHRISTIAN COLLEGE","TERRELL","TX","Private - 4 Year","619594","148"
"361900","SOUTHWESTERN ADVENTIST UNIVERSITY","KEENE","TX","Private - 4 Year","1712794","407"
"362000","SOUTHWESTERN UNIVERSITY","GEORGETOWN","TX","Private - 4 Year","1592411","372"
"362100","ST EDWARDS UNIVERSITY","AUSTIN","TX","Private - 4 Year","5891109","1560"
"362300","ST MARY'S UNIV OF SAN ANTONIO","SAN ANTONIO","TX","Private - 4 Year","5631668","1297"
"362400","STEPHEN F AUSTIN STATE UNIVERSITY","NACOGDOCHES","TX","Public - 4 Year","20882796","5264"
"362500","SUL ROSS STATE UNIVERSITY","ALPINE","TX","Public - 4 Year","5098409","1310"
"362600","TARRANT COUNTY COLLEGE","FORT WORTH","TX","Public - 2 Year","74962798","23553"
"362700","TEMPLE COLLEGE","TEMPLE","TX","Public - 2 Year","12483830","3781"
"362800","TEXARKANA COLLEGE","TEXARKANA","TX","Public - 2 Year","8206525","2327"
"363000","PRAIRIE VIEW A&M UNIVERSITY","PRAIRIE VIEW","TX","Public - 4 Year","20235653","4623"
"363100","TARLETON STATE UNIVERSITY","STEPHENVILLE","TX","Public - 4 Year","18593736","4812"
"363200","TEXAS A&M UNIVERSITY","COLLEGE STATION","TX","Public - 4 Year","38306493","9427"
"363400","TEXAS STATE TECHNICAL CLG AT WACO","WACO","TX","Public - 2 Year","9396710","2884"
"363600","TEXAS CHRISTIAN UNIVERSITY","FORT WORTH","TX","Private - 4 Year","5041934","1282"
"363700","JARVIS CHRISTIAN COLLEGE","HAWKINS","TX","Private - 4 Year","2322800","502"
"363800","TEXAS COLLEGE","TYLER","TX","Private - 4 Year","3455669","828"
"363900","TEXAS A&M UNIVERSITY-KINGSVILLE","KINGSVILLE","TX","Public - 4 Year","20028963","4973"
"364100","TEXAS LUTHERAN UNIVERSITY","SEGUIN","TX","Private - 4 Year","2218987","539"
"364200","TEXAS SOUTHERN UNIVERSITY","HOUSTON","TX","Public - 4 Year","21289223","5124"
"364400","TEXAS TECH UNIVERSITY","LUBBOCK","TX","Public - 4 Year","32375099","8011"
"364500","TEXAS WESLEYAN UNIVERSITY","FORT WORTH","TX","Private - 4 Year","3209662","827"
"364600","TEXAS WOMAN'S UNIVERSITY","DENTON","TX","Public - 4 Year","19026676","4763"
"364700","TRINITY UNIVERSITY","SAN ANTONIO","TX","Private - 4 Year","1516699","366"
"364800","TYLER JUNIOR COLLEGE","TYLER","TX","Public - 2 Year","19149733","5245"
"365100","UNIVERSITY OF DALLAS","IRVING","TX","Private - 4 Year","1190438","290"
"365200","UNIVERSITY OF HOUSTON","HOUSTON","TX","Public - 4 Year","53894749","13426"
"365400","UNIVERSITY OF ST THOMAS","HOUSTON","TX","Private - 4 Year","2337165","562"
"365600","UNIVERSITY OF TEXAS-ARLINGTON","ARLINGTON","TX","Public - 4 Year","43316545","11777"
"365800","UNIVERSITY OF TEXAS-AUSTIN","AUSTIN","TX","Public - 4 Year","47262980","11206"
"365900","UT HEALTH CENTER-SAN ANTONIO","SAN ANTONIO","TX","Public - 4 Year","1059608","278"
"366100","UNIVERSITY OF TEXAS-EL PASO","EL PASO","TX","Public - 4 Year","48658183","11878"
"366200","VICTORIA COLLEGE","VICTORIA","TX","Public - 2 Year","6102723","1983"
"366300","WAYLAND BAPTIST UNIVERSITY","PLAINVIEW","TX","Private - 4 Year","7036242","2115"
"366400","WEATHERFORD COLLEGE","WEATHERFORD","TX","Public - 2 Year","7784108","2263"
"366500","WEST TEXAS A&M UNIVERSITY","CANYON","TX","Public - 4 Year","11098139","2890"
"366800","WHARTON COUNTY JR COLLEGE","WHARTON","TX","Public - 2 Year","7799738","2328"
"366900","WILEY COLLEGE","MARSHALL","TX","Private - 4 Year","4945386","1119"
"367000","BRIGHAM YOUNG UNIVERSITY","PROVO","UT","Private - 4 Year","49880817","12197"
"367100","DIXIE STATE COLLEGE OF UTAH","SAINT GEORGE","UT","Public - 4 Year","17645079","4860"
"367200","LDS BUSINESS COLLEGE","SALT LAKE CITY","UT","Private - 2 Year","3296626","922"
"367400","STEVENS HENAGER COLLEGE","OGDEN","UT","Proprietary - 4 Year","28846706","7874"
"367500","UNIVERSITY OF UTAH","SALT LAKE CITY","UT","Public - 4 Year","32995636","8781"
"367700","UTAH STATE UNIVERSITY","LOGAN","UT","Public - 4 Year","37627772","10090"
"367800","SOUTHERN UTAH UNIVERSITY","CEDAR CITY","UT","Public - 4 Year","12833140","3177"
"367900","SNOW COLLEGE","EPHRAIM","UT","Public - 4 Year","5772120","1557"
"368000","WEBER STATE UNIVERSITY","OGDEN","UT","Public - 4 Year","30906404","8929"
"368100","WESTMINSTER COLLEGE","SALT LAKE CITY","UT","Private - 4 Year","2773502","689"
"368200","BENNINGTON COLLEGE","BENNINGTON","VT","Private - 4 Year","617043","152"
"368300","CASTLETON STATE COLLEGE","CASTLETON","VT","Public - 4 Year","2876453","735"
"368400","CHAMPLAIN COLLEGE","BURLINGTON","VT","Private - 4 Year","2807366","744"
"368500","COLLEGE OF ST JOSEPH","RUTLAND","VT","Private - 4 Year","406937","107"
"368600","GODDARD COLLEGE","PLAINFIELD","VT","Private - 4 Year","655273","182"
"368700","GREEN MOUNTAIN COLLEGE","POULTNEY","VT","Private - 4 Year","978735","242"
"368800","JOHNSON STATE COLLEGE","JOHNSON","VT","Public - 4 Year","3192727","870"
"368900","LYNDON STATE COLLEGE","LYNDONVILLE","VT","Public - 4 Year","2587756","666"
"369000","MARLBORO COLLEGE","MARLBORO","VT","Private - 4 Year","366417","89"
"369100","MIDDLEBURY COLLEGE","MIDDLEBURY","VT","Private - 4 Year","1279762","313"
"369200","NORWICH UNIVERSITY","NORTHFIELD","VT","Private - 4 Year","2462697","612"
"369300","SOUTHERN VERMONT COLLEGE","BENNINGTON","VT","Private - 4 Year","1129405","277"
"369400","ST MICHAELS COLLEGE","COLCHESTER","VT","Private - 4 Year","1391348","350"
"369600","UNIVERSITY OF VERMONT","BURLINGTON","VT","Public - 4 Year","8783774","2244"
"369800","VERMONT TECHNICAL COLLEGE","RANDOLPH CENTER","VT","Public - 4 Year","2583724","646"
"370200","AVERETT UNIVERSITY","DANVILLE","VA","Private - 4 Year","3010024","798"
"370300","BLUEFIELD COLLEGE","BLUEFIELD","VA","Private - 4 Year","1704182","445"
"370400","BRIDGEWATER COLLEGE","BRIDGEWATER","VA","Private - 4 Year","1801208","471"
"370500","COLLEGE OF WILLIAM & MARY","WILLIAMSBURG","VA","Public - 4 Year","3044376","764"
